cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dataset_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,dev_size_importance,test_size_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance
6.875779448244552,6.147595224001485,4.180844859171754,6.0,28.8,80.8,63.0,25.8,7.4,47.4,47.2,20.6,95.0,57.8,55.8,186.8,25.6,58.4,77.0,52.2,34.4,105.0,54.0,69.2,88.4,0.1399999999999999,32.0,0.1399770433156913,0.9406180108705026,0.4988294640059512,fao,False,True,True,False,True,False,False,4.0,95.2,41.8,68.8,82.8,42.0,77.6,93.4,80.6,140.8,113.2,7.2,,,181.8,
6.997520075092974,8.031110451964668,11.076459220918812,,,,,,,61.0,27.8,17.0,84.4,85.8,53.0,160.2,41.8,88.4,72.8,67.2,40.0,130.4,70.2,102.4,100.0,0.22,35.2,0.0927621175264421,1.021262162588939,1.7277282464040546,fao,False,True,False,False,False,True,False,9.6,91.2,57.4,105.4,89.6,70.4,102.8,100.4,128.6,111.4,131.8,13.2,,231.2,,
8.265640188532732,9.853132237461573,19.67405896815232,66.0,154.0,294.8,317.4,142.2,39.2,,,,,,,,,,,,,,,,,0.3,51.2,0.0880609792432275,0.1197064460853926,0.0847784906008952,fao,False,False,True,False,False,True,False,,,,,,,,,,,,,,1652.6,,
6.636182345318931,8.454570316765611,10.762103437431,6.0,26.6,103.0,75.2,48.0,6.6,51.0,19.2,19.2,104.6,73.0,64.4,198.2,37.2,99.8,74.0,50.8,37.0,136.6,55.6,89.4,105.2,0.1399999999999999,44.8,0.116081340409875,0.7280171864541458,0.7559045882680945,fao,False,True,True,False,False,True,False,8.2,111.8,65.8,102.0,102.4,80.6,88.2,93.8,137.6,114.8,139.8,12.6,,272.0,,
6.825222329767594,7.271822742775089,5.624478009393573,,,,,,,45.4,28.4,17.0,82.6,60.6,58.6,153.2,29.8,47.8,60.4,51.4,42.2,92.4,60.6,63.2,74.4,0.1399999999999999,22.4,0.0807634401862056,1.2917838280071494,0.5800671062989665,fao,False,True,False,False,True,True,False,8.8,85.4,39.4,57.8,59.4,47.2,73.4,72.6,70.2,73.8,90.8,4.4,,187.0,143.4,
8.201162604591193,9.533509346087234,13.43659905200991,48.0,114.0,237.6,291.4,114.4,28.8,,,,,,,,,,,,,,,,,0.18,35.2,0.0698955001672011,0.5520079445301975,0.9038403820437488,fao,False,False,True,False,True,True,False,,,,,,,,,,,,,,1014.2,663.6,
6.527638521326464,7.144079565795387,6.714825457305354,6.0,25.0,62.6,53.6,19.8,6.0,32.8,25.8,12.6,74.6,45.0,40.6,148.4,25.6,48.6,40.2,43.0,29.4,91.0,41.8,64.0,74.8,0.1399999999999999,22.4,0.0889308968084794,1.3884946551910642,1.651794356731688,fao,False,True,True,False,True,True,False,4.8,72.4,31.6,49.0,62.6,35.4,57.6,73.2,77.0,75.8,89.0,7.4,,174.2,131.0,
4.292446848441391,5.783547310353923,2.454540393394257,,,,,,,37.8,23.8,12.2,27.8,50.6,27.4,82.4,34.2,56.2,65.4,44.4,41.6,58.2,47.2,56.4,51.8,0.2199999999999999,19.2,0.0432091568601915,0.2043544893131886,0.1256030670561028,fao,False,True,False,False,False,False,True,8.4,32.0,41.4,88.2,53.4,53.4,73.0,68.8,119.4,132.8,94.8,6.8,,,,181.2
6.122633361734808,3.4671189396794477,2.56964679750986,23.0,109.0,159.0,214.0,109.0,15.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0240442021787253,4.440892098500626e-16,0.0,fao,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,871.0
4.262675369786374,5.816765664671093,3.5050814388833063,2.2,16.0,18.4,23.2,10.8,0.0,31.0,23.2,5.4,29.4,38.2,22.2,73.4,16.8,55.4,56.0,33.6,42.2,50.2,34.6,48.2,44.4,0.2199999999999999,16.0,0.0534319212629082,0.0081648063804653,0.7308088970675267,fao,False,True,True,False,False,False,True,7.0,28.2,31.6,84.2,46.4,45.2,61.8,56.4,90.0,112.4,80.0,6.8,,,,173.2
7.833892364200087,9.726154440008774,38.13814812393622,48.4,77.6,164.8,162.2,48.2,28.6,79.4,57.0,52.2,209.8,127.2,69.6,523.2,55.0,159.4,179.6,64.8,70.2,285.8,69.4,166.4,234.4,0.1,51.2,0.1055418212157151,0.3606641203200742,0.4783979219734552,ewe,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.8098141617896566,4.0919744141425065,22.068836931249127,4.4,12.8,14.8,14.6,10.8,1.8,36.0,22.4,9.8,27.0,41.2,26.4,84.2,9.2,38.6,32.2,33.2,38.0,32.2,34.8,37.8,37.2,0.1399999999999999,16.0,0.0253617956578832,0.1226207479336473,0.2746998379583928,ewe,False,True,True,True,True,True,True,5.8,15.6,34.0,41.2,43.8,40.6,60.4,41.4,76.6,67.4,44.4,0.8,58.2,34.4,132.0,199.2
8.118312944429146,8.879289122099182,40.588142399223614,,,,,,,84.0,40.8,32.6,130.6,77.8,68.8,329.6,43.6,116.0,109.0,53.4,50.0,181.6,82.6,73.8,129.0,0.1,51.2,0.0829597966561203,0.1031663959951838,0.4005286764729076,ewe,False,True,False,False,False,False,False,13.2,164.0,82.2,97.8,123.8,79.0,111.8,128.6,96.2,116.2,147.8,13.0,,,,
13.88865312941208,13.177838618696788,44.5278051585018,213.0,338.6,632.4,447.4,65.2,167.0,,,,,,,,,,,,,,,,,0.03,25.6,0.0236101382476144,0.0037380104149545,0.011372950668139,ewe,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.187818328647859,9.047229075800113,42.64055244499899,31.4,63.2,119.4,101.2,50.8,16.2,51.0,41.4,22.0,108.2,57.4,53.8,275.4,40.2,115.6,94.4,49.0,36.2,170.6,54.6,86.0,106.2,0.1399999999999999,44.8,0.0800897354705768,0.5977251433551094,1.8906250822533253,ewe,False,True,True,False,False,False,False,9.4,143.2,58.2,111.6,102.6,48.8,110.2,135.4,70.0,129.6,132.2,17.6,,,,
7.910145415271512,8.682804290996184,42.96952592934437,,,,,,,87.6,35.4,29.0,126.0,66.2,69.8,252.4,40.0,87.2,98.4,66.4,40.0,157.0,94.4,93.0,123.6,0.1399999999999999,41.6,0.0658714549874917,1.0487588724705392,1.3128900989526022,ewe,False,True,False,True,False,False,False,14.6,123.4,55.2,73.8,110.6,51.4,87.4,108.4,81.2,129.2,107.8,16.4,138.8,,,
13.180954376547756,11.395913828855557,42.96471912746628,100.0,135.0,268.0,251.0,79.0,25.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0299777456878974,0.0,0.0,ewe,False,False,True,True,False,False,False,,,,,,,,,,,,,641.0,,,
7.249251060094204,8.663960043098639,42.72347387493212,30.8,53.0,127.4,108.8,39.6,14.4,48.8,35.8,26.0,126.6,62.0,64.0,298.4,30.6,91.8,95.6,50.2,46.0,168.4,64.8,80.2,109.0,0.1,38.4,0.0777016180025885,0.0366895427964067,1.0532621991141724,ewe,False,True,True,True,False,False,False,3.8,137.6,39.6,60.8,98.6,37.2,66.6,108.6,58.6,127.4,122.2,16.8,139.4,,,
6.975133819507323,6.186882247203168,40.89796288681616,,,,,,,62.0,60.6,30.0,124.0,83.2,74.0,237.0,45.6,85.4,75.4,71.8,53.2,147.4,81.4,103.2,106.8,0.1399999999999999,38.4,0.1194392034924769,0.5793671500315152,1.244665230124113,ewe,False,True,False,False,True,False,False,4.2,117.2,64.4,69.0,101.6,68.2,119.0,128.0,91.4,143.2,112.4,9.2,,,219.2,
10.33437517619056,7.857923363204887,41.18910011450303,103.0,290.0,640.6,725.4,271.8,40.4,,,,,,,,,,,,,,,,,0.03,44.8,0.0359497670989236,0.0861642266768956,0.187863075685217,ewe,False,False,True,False,True,False,False,,,,,,,,,,,,,,,1483.4,
6.729791329265569,6.788608323422844,41.26383878476068,11.8,26.2,95.4,72.8,35.0,7.4,55.0,51.0,25.8,106.8,72.6,56.8,231.8,31.8,83.4,85.8,68.8,42.6,146.4,71.8,95.2,102.6,0.1399999999999999,38.4,0.0847769981460152,1.0476195100132917,0.5340465925648411,ewe,False,True,True,False,True,False,False,6.0,108.6,57.6,76.4,99.4,50.0,96.2,110.8,66.8,155.6,129.6,11.2,,,206.6,
6.757007294078446,6.3337514829684185,47.61833747414183,,,,,,,70.0,41.8,16.8,127.4,88.0,67.0,222.4,45.8,110.0,85.4,61.0,45.6,153.4,81.6,120.0,116.0,0.18,51.2,0.0312796681465218,0.9358184776856648,1.0004355387477957,ewe,False,True,False,False,False,True,False,10.4,113.2,68.2,120.8,105.8,85.2,104.6,115.0,104.8,124.0,123.6,13.0,,267.4,,
8.20383286092858,20.14034274576217,55.251818829271045,75.4,178.0,318.4,295.8,125.4,46.6,,,,,,,,,,,,,,,,,0.3,51.2,0.0645166209553412,0.9046636441139244,0.4830985697503148,ewe,False,False,True,False,False,True,False,,,,,,,,,,,,,,1671.6,,
6.363358130946604,4.94438431928906,48.44671617432339,9.4,27.4,81.4,69.2,34.6,6.2,40.4,19.6,21.4,94.2,52.0,44.8,188.6,29.0,79.2,65.0,47.4,32.6,135.2,51.6,80.4,94.6,0.18,38.4,0.0492419275827059,0.4251287904195901,2.241374008472517,ewe,False,True,True,False,False,True,False,6.4,106.8,53.4,88.2,83.6,63.4,82.4,82.8,77.2,102.6,92.6,10.0,,220.8,,
6.548577821786134,5.2576027445079605,43.42523554369147,,,,,,,51.6,29.0,9.8,95.2,71.8,50.8,185.0,38.4,59.2,67.2,51.4,47.0,116.8,54.6,73.0,91.8,0.1399999999999999,25.6,0.100574287488532,0.5812477339721727,1.8128989363021224,ewe,False,True,False,False,True,True,False,12.2,100.4,43.2,59.0,70.6,55.2,86.6,93.2,63.8,96.0,93.8,3.8,,195.8,138.6,
8.012687436280702,11.243997138302412,48.561106408996,41.8,97.8,186.8,216.6,85.2,18.6,,,,,,,,,,,,,,,,,0.3,38.4,0.066048159349519,2.269982328635234,1.7408939770073038,ewe,False,False,True,False,True,True,False,,,,,,,,,,,,,,834.8,680.6,
6.2692565529779385,5.981688196096097,45.08236717873332,4.2,26.8,61.6,51.8,21.2,5.6,34.4,19.6,14.2,86.6,47.0,47.4,163.0,24.2,54.8,46.6,42.6,37.8,117.0,43.2,68.0,65.8,0.1399999999999999,28.8,0.0722935635465722,0.7689306925159946,1.8581264441290912,ewe,False,True,True,False,True,True,False,6.0,89.0,31.4,56.2,69.6,48.8,77.0,75.0,53.6,76.6,79.0,4.2,,170.0,129.0,
4.207927769959012,1.8030458315914408,21.3578784487025,,,,,,,38.8,28.4,13.6,29.0,46.6,32.4,89.2,27.4,59.8,63.8,46.4,47.8,53.8,48.2,64.0,57.6,0.2199999999999999,25.6,0.0785304847301361,0.2409435866868492,1.4317276457999737,ewe,False,True,False,False,False,False,True,7.8,36.2,48.4,86.0,65.4,55.8,73.8,64.0,98.2,130.8,75.0,9.0,,,,203.6
6.047996848103778,5.481439184074696,19.464032800111188,37.0,114.0,155.0,204.0,87.0,11.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0252568332045987,0.0,0.0,ewe,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,892.0
4.20394434229522,1.9875659515852924,21.808010169875075,4.0,15.2,28.6,29.6,11.2,1.4,38.6,22.2,14.2,33.6,41.4,40.0,80.8,20.4,66.0,53.6,45.0,44.0,40.6,48.6,59.2,50.4,0.26,25.6,0.0719386965846043,0.2070191603028334,0.5634557272965596,ewe,False,True,True,False,False,False,True,7.4,33.4,43.8,86.8,55.2,45.0,74.4,71.4,97.4,132.4,80.2,6.6,,,,182.0
7.952157700004255,2.9603031622597085,6.159088090907831,38.8,59.4,123.0,130.8,48.8,15.4,76.4,53.6,30.4,178.8,101.8,76.8,424.2,39.0,158.6,159.2,77.0,67.4,249.8,68.2,172.4,228.0,0.18,41.6,0.1141213186714667,1.1169404699961885,2.052292715602084,arz,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.8661957827689393,1.850814380220609,4.350200411309435,6.0,16.8,30.6,26.4,14.0,1.2,40.2,32.8,15.4,26.6,49.0,31.6,108.8,20.6,57.8,48.0,56.8,41.2,47.8,46.4,61.4,50.6,0.18,25.6,0.0473437445971117,0.6371485494250714,0.4086931114929918,arz,False,True,True,True,True,True,True,7.6,24.2,45.2,58.2,52.6,57.8,75.4,64.4,118.6,111.6,90.6,6.6,81.4,64.4,163.8,239.6
8.256317312626084,6.520024297839238,9.020375385384456,,,,,,,92.6,40.0,35.0,130.4,83.4,78.0,291.8,48.2,102.2,118.6,64.2,58.0,187.6,84.2,90.8,134.0,0.1,51.2,0.0828721117538321,1.326740358392124,0.4656279321098326,arz,False,True,False,False,False,False,False,7.8,157.6,69.4,102.6,135.0,69.6,108.2,130.6,88.2,127.0,149.6,13.8,,,,
13.991060130764556,15.453358380219054,14.243635844457868,252.8,393.6,667.2,387.6,66.4,118.8,,,,,,,,,,,,,,,,,0.044,25.6,0.0362211998499483,0.0386261221490614,0.3216757017009684,arz,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.535661762440467,3.758180507244649,6.456229391330503,35.0,57.2,121.0,105.6,46.8,17.4,48.6,34.2,22.2,112.4,75.0,47.8,294.2,39.6,96.0,97.0,46.8,58.2,152.0,52.4,98.2,115.4,0.1399999999999999,51.2,0.0462824387765771,0.6873908349150419,1.2611964254418266,arz,False,True,True,False,False,False,False,5.8,145.6,52.0,113.2,110.8,60.0,129.6,129.2,82.6,126.6,168.6,20.8,,,,
8.125573747059443,3.4867601932733456,5.127804483881061,,,,,,,85.4,37.6,31.6,118.8,69.4,67.2,264.2,41.2,83.4,90.4,58.8,51.4,155.4,78.6,79.2,115.6,0.1399999999999999,35.2,0.0713903920736988,0.7382559541127748,1.2499038420383382,arz,False,True,False,True,False,False,False,11.0,131.8,36.4,54.2,99.2,53.6,89.0,108.4,88.0,135.2,118.8,19.4,125.4,,,
13.246399259724791,17.89708360254647,16.303208270251332,85.0,154.0,258.0,271.0,70.0,21.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0328642321488155,0.0,0.0,arz,False,False,True,True,False,False,False,,,,,,,,,,,,,640.0,,,
7.509889524300608,2.656094399205921,3.50303634213456,27.4,48.6,117.8,99.0,50.0,12.6,64.8,36.6,29.2,124.0,68.2,66.2,261.2,36.4,86.0,87.8,57.0,49.6,177.6,57.2,92.2,121.2,0.1399999999999999,51.2,0.07292166118454,0.7052467209481242,0.8967807941600244,arz,False,True,True,True,False,False,False,10.8,132.2,41.8,83.8,113.4,48.8,80.8,127.0,73.6,144.0,142.6,23.0,133.2,,,
7.144494000984119,5.630861047336914,5.878478683873447,,,,,,,49.0,32.4,19.4,70.4,55.4,46.0,147.0,26.0,61.6,57.6,46.6,32.0,100.0,52.4,72.8,93.4,0.26,22.4,0.1022494322081948,0.5137370774139699,1.0576454244530822,arz,False,True,False,False,True,False,False,6.4,68.6,44.0,73.8,68.0,57.0,86.4,92.2,73.2,117.4,100.6,4.0,,,150.6,
10.466398543358274,12.93177415776795,13.205335718200924,102.2,337.0,650.6,758.2,279.8,44.8,,,,,,,,,,,,,,,,,0.03,51.2,0.0494647685533404,0.2025248027598453,0.2595621187190031,arz,False,False,True,False,True,False,False,,,,,,,,,,,,,,,1628.2,
6.864963909087384,5.9049462761843365,6.647386356240062,5.0,22.2,52.4,43.4,19.2,8.4,32.4,34.0,11.6,67.6,50.6,40.6,126.6,22.0,45.4,44.0,39.2,31.4,95.0,38.2,52.0,73.8,0.22,19.2,0.117330635468403,1.143581964175696,1.541061820964528,arz,False,True,True,False,True,False,False,5.0,68.0,31.8,55.6,66.2,34.2,75.6,74.0,57.0,93.2,88.6,6.2,,,140.6,
7.051421307834438,5.027728482592863,7.760639900017189,,,,,,,65.2,38.2,25.4,112.4,85.8,61.6,210.2,47.4,94.4,82.6,57.6,38.6,134.6,70.0,97.4,104.2,0.1399999999999999,48.0,0.0305533182904517,0.7732425333160303,0.3246523636112095,arz,False,True,False,False,False,True,False,13.4,103.0,59.6,89.8,80.6,75.4,76.0,104.2,134.4,106.2,121.4,14.4,,274.0,,
8.352355119777119,8.933285463324161,14.694620785721945,75.2,157.8,294.4,311.4,136.8,36.6,,,,,,,,,,,,,,,,,0.3,51.2,0.1120590305806877,1.0887179935197593,0.3509363014203787,arz,False,False,True,False,False,True,False,,,,,,,,,,,,,,1571.2,,
6.677388306815597,4.514304339589065,5.627275335285777,8.6,27.0,109.0,75.0,43.4,5.4,55.2,25.8,17.8,107.2,76.6,61.6,191.6,34.6,94.4,77.4,44.6,40.6,128.0,48.4,88.0,105.4,0.1399999999999999,38.4,0.0249503215058666,1.2528108755346146,0.2098042644330223,arz,False,True,True,False,False,True,False,5.2,108.4,66.0,102.6,88.8,62.4,84.8,101.0,135.4,116.8,141.2,13.0,,262.4,,
6.80443395417562,3.772041582534275,7.6217174805479715,,,,,,,38.6,12.4,9.6,53.6,52.4,26.6,95.4,31.2,54.8,54.8,36.0,24.0,69.4,38.6,57.6,55.0,0.26,16.0,0.0943847910835112,1.001715139731704,0.1947865950728569,arz,False,True,False,False,True,True,False,6.8,59.6,30.8,58.8,48.8,35.8,67.2,67.4,61.2,78.8,59.4,4.4,,109.6,98.2,
8.275704647326057,10.685640780827132,12.890101507095954,44.6,81.4,177.0,211.2,84.6,23.0,,,,,,,,,,,,,,,,,0.26,28.8,0.0701587623473366,0.7027891895698308,1.1034805524918612,arz,False,False,True,False,True,True,False,,,,,,,,,,,,,,785.6,566.0,
6.500779014666078,3.876781846119344,5.7981925740089295,5.8,23.8,46.0,39.6,22.4,5.6,40.0,14.8,9.8,63.6,50.8,37.8,120.6,24.8,42.8,39.6,36.4,30.8,80.6,41.0,56.4,61.8,0.22,19.2,0.0923757248067676,0.5300492018453072,0.5385932825066149,arz,False,True,True,False,True,True,False,2.2,64.0,33.2,57.8,52.8,34.4,68.6,61.2,61.8,82.0,73.2,2.6,,146.2,110.8,
4.2388142658651535,1.1311079620965538,5.112212780652823,,,,,,,50.2,27.4,9.8,29.4,53.4,28.4,99.2,31.6,76.4,60.0,51.4,45.6,55.0,54.6,65.2,67.4,0.26,22.4,0.0493420277161805,0.6518529839430188,1.3478203984817034,arz,False,True,False,False,False,False,True,8.4,36.6,52.8,100.8,67.4,51.8,79.4,82.8,111.6,134.6,102.2,9.0,,,,180.8
6.107733715747045,3.0627905049115443,4.019932348683173,22.0,95.0,175.0,216.0,101.0,17.0,,,,,,,,,,,,,,,,,0.03,16.0,0.015469608179462,0.0,0.0,arz,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,874.0
4.241511419808199,1.43395383467553,5.744851817495925,3.4,11.6,25.6,22.4,8.6,0.0,39.0,19.0,7.4,21.8,40.4,27.4,69.2,19.6,47.2,52.8,40.2,38.2,41.2,40.2,58.4,46.4,0.2199999999999999,16.0,0.0368302072680321,0.2955323050219893,1.01392338402837,arz,False,True,True,False,False,False,True,6.8,32.8,33.4,60.0,42.8,45.2,60.0,64.4,94.2,126.8,83.6,5.8,,,,161.2
7.996227750094869,7.639272213575903,13.940935388828558,45.8,73.8,147.6,149.0,57.0,22.0,93.0,67.6,46.2,195.2,124.2,76.0,471.4,55.8,184.8,187.6,90.0,96.0,277.6,88.8,164.0,223.0,0.1399999999999999,51.2,0.0740274982214799,0.9990776897472724,0.7278189697033105,hau,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
3.844203885921383,4.234981469727289,3.197872219525723,4.6,13.8,22.2,19.8,12.8,1.6,38.0,32.2,14.4,34.0,48.2,25.8,86.0,22.0,57.0,45.2,47.6,35.4,44.0,48.2,57.0,57.8,0.22,35.2,0.0344954883629756,0.2999451842735179,0.2023460795687559,hau,False,True,True,True,True,True,True,6.8,25.0,42.6,65.8,58.0,53.8,79.8,67.4,105.0,106.8,84.2,4.8,76.4,55.0,143.0,205.6
8.368309657013565,5.321430173941993,12.2705365727351,,,,,,,88.0,44.4,36.0,126.8,91.4,75.0,290.0,49.6,125.4,113.0,48.8,54.2,162.0,76.8,108.8,141.6,0.1,51.2,0.0809402031344604,0.8021341405111462,1.335341931195822,hau,False,True,False,False,False,False,False,10.4,147.2,66.0,105.4,119.0,71.8,124.0,136.8,108.4,131.6,174.2,18.4,,,,
14.075821991377236,11.432873920516307,12.315871480477297,218.4,341.2,592.8,377.4,50.8,142.6,,,,,,,,,,,,,,,,,0.03,22.4,0.0282667715024286,2.0248176145131684,1.3191831723677117,hau,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.424232180833681,7.658828033797484,10.244410055605451,40.6,64.2,106.0,99.6,44.8,13.8,41.2,34.6,25.4,125.0,61.8,42.8,299.4,28.6,92.4,82.0,47.0,45.8,145.6,49.0,82.2,97.0,0.1399999999999999,41.6,0.0471970351022845,0.7234436748451066,1.438333440721369,hau,False,True,True,False,False,False,False,11.0,123.6,50.4,94.0,97.4,47.6,100.2,108.0,83.8,111.6,157.0,18.2,,,,
8.162408536466817,8.023205444856277,9.015775299601202,,,,,,,109.6,44.8,28.8,130.2,91.2,74.0,278.0,42.0,96.0,103.0,57.6,55.0,179.8,98.4,86.0,137.8,0.1,51.2,0.1027181351827077,0.7207364314351726,0.3671010212664859,hau,False,True,False,True,False,False,False,13.6,148.6,60.8,78.8,111.6,50.6,76.4,143.6,94.8,149.0,155.6,17.0,143.0,,,
13.317832108516996,10.361386296008018,8.788569054588228,111.0,148.0,242.0,257.0,68.0,19.0,,,,,,,,,,,,,,,,,0.03,16.0,0.0535872239191339,0.0,0.0,hau,False,False,True,True,False,False,False,,,,,,,,,,,,,655.0,,,
7.548587831429819,8.165106736479066,8.692646472642428,36.2,48.8,142.8,106.2,54.4,17.6,58.2,37.6,37.2,132.8,66.4,56.6,289.0,38.0,83.6,88.6,54.2,47.2,183.8,56.4,83.6,105.8,0.1,51.2,0.097078799498231,1.037950483823963,0.6712628265881901,hau,False,True,True,True,False,False,False,15.0,146.4,31.0,85.8,109.2,35.2,74.0,126.0,70.4,138.0,140.2,21.0,125.2,,,
