cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.3789997917084493,5.175836407724707,5.674599431147675,7.0,16.0,15.0,42.0,68.0,49.0,19.0,18.0,8.0,0.0,10.0,0.0,0.0,11.0,7.0,8.0,30.0,16.0,15.0,38.0,12.0,5.0,33.0,20.0,7.0,,,101.0,,0.3,16.0,0.1537859383841804,0.0,0.0,min,False,True,True,False,True,False,False
3.365158117953942,9.427827743396254,11.01633914000682,8.0,,,,,,,23.0,61.0,0.0,8.0,0.0,0.0,1.0,11.0,16.0,12.0,20.0,41.0,11.0,10.0,11.0,15.0,15.0,23.0,,286.0,,,0.3,16.0,0.0445989199216818,0.0,0.0,min,False,True,False,False,False,True,False
3.4357386774722025,8.59376565822065,7.459075917030303,,37.4,17.8,81.6,81.0,92.6,14.0,,,,,,,,,,,,,,,,,,,,239.6,,,0.22,16.0,0.0884455089356266,0.3603583034008515,0.0399812085340965,min,False,False,True,False,False,True,False
1.83679183665001,8.785653745334905,11.77046229263183,6.0,11.0,12.0,30.0,98.0,32.0,21.0,32.0,16.0,0.0,17.0,0.0,0.0,12.0,11.0,7.0,26.0,12.0,14.0,27.0,13.0,1.0,41.0,11.0,20.0,,92.0,,,0.3,16.0,0.0905146428385865,0.0,0.0,min,False,True,True,False,False,True,False
2.8423353998839724,5.487907784761347,4.581467205221169,5.0,,,,,,,9.0,13.0,0.0,12.0,0.0,0.0,9.0,22.0,11.0,27.0,35.0,18.0,22.0,24.0,6.0,13.0,22.0,7.0,,123.0,166.0,,0.1,16.0,0.0790852326187741,0.0,0.0,min,False,True,False,False,True,True,False
2.67302241480447,5.046902867478683,3.921753430131885,,19.2,23.0,46.4,63.2,61.2,5.0,,,,,,,,,,,,,,,,,,,,130.2,201.4,,0.26,16.0,0.1160527535831296,0.0473874427555316,0.1129347303283184,min,False,False,True,False,True,True,False
2.509072084929622,5.696337706596704,4.4814017640604975,2.4,9.8,17.0,26.4,59.8,27.8,14.0,18.0,16.4,0.0,14.4,0.0,0.0,14.0,9.8,9.6,27.2,15.8,9.8,25.6,14.0,9.2,20.6,20.2,5.4,,57.4,106.0,,0.2199999999999999,16.0,0.1804808460713115,0.2643636436427167,0.0355074476606711,min,False,True,True,False,True,True,False
3.176283788122687,4.531580330942918,6.511764601190009,4.0,,,,,,,28.0,37.0,0.0,5.0,0.0,0.0,6.0,5.0,10.0,19.0,15.0,13.0,10.0,10.0,3.0,13.0,4.0,31.0,,,,341.0,0.3,16.0,0.1800918264453443,0.0,0.0,min,False,True,False,False,False,False,True
3.394366191895353,5.103183308812771,5.274603161173837,,33.0,28.8,78.6,61.6,109.4,13.2,,,,,,,,,,,,,,,,,,,,,,260.0,0.14,16.0,0.0899229751438727,0.0893707960886537,0.0892497117977377,min,False,False,True,False,False,False,True
1.8119145820466565,4.458695398912788,4.430857485805372,14.0,25.0,5.0,45.0,96.0,46.0,21.0,28.0,9.0,0.0,18.0,0.0,0.0,15.0,12.0,6.0,16.0,18.0,11.0,41.0,20.0,5.0,37.0,9.0,11.0,,,,60.0,0.3,16.0,0.1267699842065076,0.0,0.0,min,False,True,True,False,False,False,True
2.3371335238067226,1.996314928016309,4.589931720966103,1.6,31.6,12.4,19.2,45.6,15.6,15.4,18.2,2.8,1.6,8.8,0.0,0.0,8.6,22.4,2.6,10.4,12.2,9.2,19.2,4.8,6.4,43.0,14.2,5.4,48.8,39.6,87.4,55.8,0.26,16.0,0.1476497944570402,0.160795124233442,0.1370345992798064,jav,False,True,True,True,True,True,True
1.8405281890912528,5.856214664865751,5.272774264890387,18.0,51.0,35.0,74.0,84.0,36.0,22.0,44.0,32.0,12.0,15.0,0.0,0.0,78.0,34.0,29.0,,,,,,,,,,,,,,0.3,16.0,0.1238635611608054,0.0,0.0,jav,True,False,False,False,False,False,False
6.705891160619539,1.2353638915594338,8.025204996291597,51.0,,,,,,,99.0,41.0,0.0,27.0,0.0,0.0,43.0,11.0,2.0,6.0,49.0,32.0,15.0,50.0,86.0,14.0,24.0,14.0,,,,,0.03,16.0,0.09350563848219,0.0,0.0,jav,False,True,False,False,False,False,False
4.740767384451254,9.205709356081435,6.621297228201861,,72.8,63.4,158.8,140.0,32.2,20.0,,,,,,,,,,,,,,,,,,,,,,,0.26,16.0,0.086101932184283,0.331730703719824,0.2932067559130349,jav,False,False,True,False,False,False,False
1.8006492519906327,5.519957411439778,7.055096266416141,10.0,43.0,37.0,54.0,101.0,43.0,16.0,26.0,26.0,4.0,16.0,0.0,0.0,17.0,16.0,7.0,17.0,20.0,10.0,15.0,21.0,11.0,24.0,15.0,13.0,,,,,0.3,16.0,0.0608020726338425,0.0,0.0,jav,False,True,True,False,False,False,False
4.182533829163238,2.932893074604018,4.772751809008338,5.4,,,,,,,44.2,10.8,7.8,8.0,0.0,0.0,16.6,23.4,5.4,7.6,20.8,11.2,18.8,6.6,31.4,32.0,25.4,2.4,292.2,,,,0.072,16.0,0.0733059927912663,0.1709097446052807,0.2253558212742248,jav,False,True,False,True,False,False,False
3.5261627305288585,6.42734895693214,4.967933519384365,,62.0,21.0,79.0,79.0,66.0,27.0,,,,,,,,,,,,,,,,,,,196.0,,,,0.1,16.0,0.1248470013026313,0.0,0.0,jav,False,False,True,True,False,False,False
1.8540887284680925,4.454640929842093,5.899998014540445,6.0,41.0,24.0,55.0,78.0,29.0,15.0,18.0,11.0,3.0,15.0,0.0,0.0,12.0,15.0,4.0,15.0,13.0,14.0,18.0,19.0,16.0,35.0,13.0,7.0,90.0,,,,0.3,16.0,0.1361928940256275,0.0,0.0,jav,False,True,True,True,False,False,False
3.15257346369136,1.6321337431503329,5.794015707545155,7.0,,,,,,,0.0,36.0,2.0,12.0,0.0,0.0,9.0,5.0,0.0,9.0,17.0,41.0,14.0,11.0,14.0,15.0,1.0,16.0,,,317.0,,0.03,16.0,0.0463856951282625,0.0,0.0,jav,False,True,False,False,True,False,False
2.817703477236825,2.000153768634319,6.178753926280876,,66.0,23.2,64.0,79.4,31.6,13.0,,,,,,,,,,,,,,,,,,,,,277.0,,0.26,16.0,0.098009950978091,0.0596830161749386,0.0315316169013034,jav,False,False,True,False,True,False,False
2.4328952456726656,1.605416653038811,6.445530793713059,3.0,44.0,25.0,39.0,61.0,26.0,16.0,29.0,7.0,1.0,9.0,0.0,0.0,7.0,16.0,5.0,13.0,13.0,6.0,32.0,12.0,9.0,38.0,26.0,13.0,,,111.0,,0.3,16.0,0.1463410119363609,2.220446049250313e-16,0.0,jav,False,True,True,False,True,False,False
4.624712534825898,4.380760093054748,5.995831930218614,7.0,,,,,,,16.0,32.0,16.0,4.0,0.0,0.0,6.0,6.0,14.0,17.0,9.0,25.0,4.0,20.0,29.0,13.0,7.0,14.0,,325.0,,,0.3,16.0,0.1580196185967653,0.0,0.0,jav,False,True,False,False,False,True,False
3.7385801551186377,8.845862305938622,7.118061610292341,,68.0,20.0,95.0,93.0,27.0,10.0,,,,,,,,,,,,,,,,,,,,243.0,,,0.3,16.0,0.1397790786597197,0.0,0.0,jav,False,False,True,False,False,True,False
1.8366413842274931,4.977263407197581,7.494944773546171,7.0,38.0,9.0,46.0,87.0,20.0,13.0,36.0,21.0,3.0,24.0,0.0,0.0,14.0,20.0,5.0,18.0,5.0,8.0,28.0,15.0,12.0,37.0,17.0,7.0,,71.0,,,0.3,16.0,0.1288326372562782,0.0,0.0,jav,False,True,True,False,False,True,False
3.141125763696271,1.6972556050904806,5.753091155419208,11.2,,,,,,,12.6,37.6,1.0,4.4,0.0,0.0,9.2,4.2,0.0,15.2,15.8,33.0,22.4,4.8,19.2,11.8,3.4,16.8,,54.0,262.2,,0.044,16.0,0.0345970249272812,0.2161309157330773,0.1335761779195643,jav,False,True,False,False,True,True,False
2.8418057011049056,2.696578645689086,6.157834739349481,,58.0,20.0,56.0,68.2,31.6,24.2,,,,,,,,,,,,,,,,,,,,101.2,196.0,,0.18,16.0,0.121389085991179,0.0048064520136309,0.0509804535920997,jav,False,False,True,False,True,True,False
2.5088027693813224,1.6496166412563973,6.178261108002155,0.6,38.6,21.2,30.2,48.6,18.4,14.6,26.4,10.4,0.4,14.8,0.0,0.0,4.4,18.6,3.6,13.6,12.8,9.6,40.4,3.6,13.6,26.0,20.8,10.4,,44.0,105.4,,0.26,16.0,0.1429166008700827,0.0787922719046089,0.0671042023465759,jav,False,True,True,False,True,True,False
3.817393864828483,3.55787899272464,4.801937756819689,11.0,,,,,,,10.0,37.0,5.0,5.0,0.0,0.0,6.0,6.0,16.0,15.0,10.0,18.0,7.0,16.0,10.0,17.0,19.0,24.0,,,,343.0,0.3,16.0,0.2375138484837874,0.0,0.0,jav,False,True,False,False,False,False,True
3.6411732074664114,4.066601357440558,4.910030354057613,,71.0,31.0,77.0,61.0,58.0,29.0,,,,,,,,,,,,,,,,,,,,,,232.0,0.1,16.0,0.1063483504118681,0.0,0.0,jav,False,False,True,False,False,False,True
1.9208086269961608,3.4631224932576345,2.5443188774330645,14.0,25.0,30.0,39.0,82.0,25.0,20.0,25.0,9.0,5.0,13.0,0.0,0.0,20.0,11.0,7.0,23.0,13.0,10.0,21.0,26.0,14.0,25.0,28.0,11.0,,,,66.0,0.3,16.0,0.1732614388419309,0.0,0.0,jav,False,True,True,False,False,False,True
2.016296103274218,5.112355689405905,4.624501469149805,3.0,32.0,9.0,15.0,58.0,23.0,3.0,15.0,5.0,1.0,9.0,0.0,0.0,12.0,14.0,1.0,14.0,8.0,5.0,27.0,11.0,7.0,26.0,10.0,4.0,53.0,48.0,88.0,53.0,0.3,16.0,0.1051175348492829,0.0,0.0,mak,False,True,True,True,True,True,True
1.8268409604271356,9.502280464093332,14.293248910113642,18.0,40.0,29.0,60.0,102.0,59.0,13.0,63.0,34.0,8.0,29.0,0.0,0.0,26.0,46.0,38.0,,,,,,,,,,,,,,0.3,16.0,0.1382450135358678,0.0,0.0,mak,True,False,False,False,False,False,False
4.984342262271222,11.39860477400129,9.210578056969734,56.0,,,,,,,64.0,101.0,6.0,17.0,0.0,0.0,23.0,10.0,10.0,35.0,33.0,0.0,4.0,53.0,91.0,12.0,22.0,9.0,,,,,0.03,16.0,0.0684507167408352,0.0,0.0,mak,False,True,False,False,False,False,False
4.740704398152939,8.233783520190851,8.893003369966063,,65.0,59.0,136.0,134.0,81.0,21.0,,,,,,,,,,,,,,,,,,,,,,,0.1,16.0,0.0773479976557977,0.0,0.0,mak,False,False,True,False,False,False,False
1.847798066455544,10.001608470761052,7.626898645906048,4.8,53.2,27.8,63.0,86.4,59.2,12.2,19.8,17.8,6.4,13.8,0.0,0.0,9.8,17.4,4.2,27.6,17.8,13.4,17.4,15.0,15.6,26.4,23.6,15.6,,,,,0.2199999999999999,16.0,0.1797175821272806,0.219608802332825,0.6666825339386387,mak,False,True,True,False,False,False,False
3.782085853580491,7.7601849079924605,7.2565969058975615,2.2,,,,,,,17.6,49.0,2.2,7.2,0.0,0.0,12.8,16.4,1.4,24.4,10.6,10.2,19.4,9.4,33.0,43.6,20.4,8.0,266.8,,,,0.058,16.0,0.0397334095999757,0.257482407949487,0.1544235456756122,mak,False,True,False,True,False,False,False
3.5845832413918477,7.040889424302598,7.724192477893998,,50.0,21.0,78.0,66.0,101.0,11.0,,,,,,,,,,,,,,,,,,,213.0,,,,0.1,16.0,0.0334644990691411,0.0,0.0,mak,False,False,True,True,False,False,False
1.9389131541340516,9.326261704338776,7.740978306631385,3.0,32.0,31.0,47.0,60.0,49.0,8.0,10.0,12.0,1.0,14.0,0.0,0.0,8.0,19.0,10.0,15.0,11.0,18.0,17.0,12.0,15.0,36.0,10.0,7.0,113.0,,,,0.3,16.0,0.1584673605703913,0.0,0.0,mak,False,True,True,True,False,False,False
3.3079029166224982,5.804808196226354,5.9003845736235645,6.0,,,,,,,6.0,32.0,6.0,14.0,0.0,0.0,11.0,30.0,35.0,1.0,18.0,7.0,35.0,9.0,11.0,25.0,22.0,27.0,,,274.0,,0.03,16.0,0.0460360871260745,0.0,0.0,mak,False,True,False,False,True,False,False
2.8694557609377385,5.145903473818983,5.018452599734819,,48.4,42.4,68.0,64.6,70.2,8.4,,,,,,,,,,,,,,,,,,,,,250.8,,0.18,16.0,0.088414074997669,0.0289498129524745,0.1053027873637526,mak,False,False,True,False,True,False,False
2.198906795035488,5.669407121176725,6.478719862911559,2.0,32.0,19.0,51.0,59.0,40.0,9.0,41.0,14.0,3.0,14.0,0.0,0.0,9.0,22.0,5.0,14.0,3.0,12.0,12.0,18.0,10.0,26.0,25.0,4.0,,,113.0,,0.3,16.0,0.1333394843380692,0.0,8.881784197001252e-16,mak,False,True,True,False,True,False,False
3.6130730594036833,11.835293679135765,7.831191740349327,4.0,,,,,,,17.0,45.0,5.0,7.0,0.0,0.0,5.0,7.0,26.0,12.0,11.0,22.0,7.0,22.0,13.0,13.0,16.0,42.0,,291.0,,,0.3,16.0,0.1699125943368044,0.0,8.881784197001252e-16,mak,False,True,False,False,False,True,False
3.791123743353726,8.02854014451094,9.838484768358558,,48.0,20.0,53.0,105.0,46.0,8.0,,,,,,,,,,,,,,,,,,,,275.0,,,0.3,16.0,0.1178674691429552,0.0,0.0,mak,False,False,True,False,False,True,False
1.8151736998208583,12.045064543802829,7.550235665296628,9.0,46.0,16.6,36.4,86.6,39.8,12.6,25.6,11.0,3.2,15.2,0.0,0.0,11.0,22.0,3.6,31.0,14.4,9.2,17.8,4.4,13.4,33.2,22.4,10.6,,69.0,,,0.26,16.0,0.1972318278536987,0.4058633657617356,0.2192808454323213,mak,False,True,True,False,False,True,False
3.0355179453992265,5.901064314394253,4.382158088634682,2.8,,,,,,,20.0,15.6,5.6,9.8,0.0,0.0,2.6,29.6,14.4,19.0,16.0,12.8,13.4,9.8,5.8,27.2,29.2,11.8,,160.0,146.2,,0.2199999999999999,16.0,0.0305330741958375,0.3035123009845514,0.3249806336059396,mak,False,True,False,False,True,True,False
2.800443470637665,4.96854644854474,4.245443359279293,,37.2,30.6,53.2,53.6,56.0,4.8,,,,,,,,,,,,,,,,,,,,126.6,189.2,,0.18,16.0,0.1105366711763974,0.1579259390383577,0.3336034657027587,mak,False,False,True,False,True,True,False
2.277098692089228,6.287076342872472,6.382285462422334,3.0,37.0,9.0,43.0,38.0,24.0,5.0,39.0,8.0,4.0,17.0,0.0,0.0,5.0,27.0,6.0,22.0,6.0,8.0,19.0,15.0,4.0,27.0,24.0,5.0,,55.0,102.0,,0.3,16.0,0.1560516525692153,0.0,0.0,mak,False,True,True,False,True,True,False
2.9525163947367523,9.999653300711094,13.360206525340365,9.0,,,,,,,14.0,56.0,10.0,7.0,0.0,0.0,2.0,7.0,2.0,16.0,14.0,12.0,3.0,8.0,11.0,14.0,7.0,33.0,,,,329.0,0.3,16.0,0.1246649129781616,0.0,1.7763568394002505e-15,mak,False,True,False,False,False,False,True
3.580362392134353,5.0115567894912,3.843708448778142,,45.6,27.2,70.6,58.2,64.4,15.4,,,,,,,,,,,,,,,,,,,,,,281.2,0.22,16.0,0.091406070865153,0.1411669757421121,0.163517994425344,mak,False,False,True,False,False,False,True
1.7663319694940298,6.887750043046597,7.42331947977789,7.0,54.0,20.0,51.0,67.0,46.0,12.0,35.0,8.0,4.0,8.0,0.0,0.0,16.0,22.0,2.0,31.0,16.0,12.0,15.0,12.0,1.0,35.0,8.0,9.0,,,,70.0,0.3,16.0,0.0634099598522556,8.881784197001252e-16,8.881784197001252e-16,mak,False,True,True,False,False,False,True
2.185496580012563,3.299648445045084,2.380486595549665,8.0,26.0,7.0,29.0,47.0,19.0,8.0,16.0,7.0,1.0,6.0,0.0,0.0,18.0,25.0,4.0,25.0,10.0,5.0,26.0,8.0,6.0,33.0,23.0,3.0,38.0,37.0,84.0,46.0,0.3,16.0,0.0482392190080631,0.0,0.0,sun,False,True,True,True,True,True,True
1.7146614573307328,2.7105486240468206,11.149350412090651,12.0,56.0,14.0,60.0,104.0,40.0,19.0,65.0,28.0,14.0,36.0,0.0,0.0,38.0,53.0,20.0,,,,,,,,,,,,,,0.3,16.0,0.0499135598563139,0.0,0.0,sun,True,False,False,False,False,False,False
6.318068690744553,2.691182599461898,6.353184389311231,61.0,,,,,,,16.0,75.0,15.0,15.0,0.0,0.0,0.0,28.0,16.0,57.0,46.0,0.0,16.0,23.0,72.0,36.0,38.0,0.0,,,,,0.03,16.0,0.0738297776098177,0.0,0.0,sun,False,True,False,False,False,False,False
4.442807829225581,5.193640880664654,5.255306010347756,,83.6,21.8,106.0,148.2,91.2,20.2,,,,,,,,,,,,,,,,,,,,,,,0.26,16.0,0.0627841100404514,0.2212331034910551,0.3637702867199767,sun,False,False,True,False,False,False,False
1.7312948679572813,2.868885400044728,5.252801074939904,7.0,43.0,13.0,54.0,123.0,39.0,25.0,28.0,8.0,2.0,11.0,0.0,0.0,8.0,35.0,9.0,16.0,21.0,17.0,21.0,20.0,12.0,20.0,25.0,2.0,,,,,0.3,16.0,0.0767414573417461,0.0,0.0,sun,False,True,True,False,False,False,False
4.352724470611883,3.134661234919564,5.910702899706256,3.8,,,,,,,18.4,24.6,6.2,8.2,0.0,0.0,17.6,38.0,4.0,13.6,28.8,8.4,19.0,7.6,22.0,46.4,15.6,9.4,275.8,,,,0.1259999999999999,16.0,0.0755826234195876,0.1876650517003877,0.0777606156997336,sun,False,True,False,True,False,False,False
3.2786668750733283,4.123606011170466,4.601374235506643,,63.6,24.0,64.0,95.0,55.0,15.2,,,,,,,,,,,,,,,,,,,234.4,,,,0.22,16.0,0.0682194192696421,0.0241906826178039,0.160112528262082,sun,False,False,True,True,False,False,False
2.0985369007573094,3.166164409634956,4.598780519494119,4.0,42.0,11.0,66.0,61.0,41.0,9.0,25.0,15.0,4.0,10.0,0.0,0.0,19.0,21.0,8.0,8.0,9.0,8.0,21.0,25.0,11.0,18.0,4.0,9.0,112.0,,,,0.3,16.0,0.0934082907423726,0.0,0.0,sun,False,True,True,True,False,False,False
3.772334414989513,2.341447871435835,2.4827719853364885,6.0,,,,,,,22.0,48.0,0.0,2.0,0.0,0.0,9.0,34.0,33.0,6.0,15.0,0.0,10.0,24.0,10.0,9.0,7.0,24.0,,,299.0,,0.03,16.0,0.0469534500929067,0.0,0.0,sun,False,True,False,False,True,False,False
2.8472790716316565,2.6293591194876997,2.252844225122108,,58.2,22.4,52.6,92.2,66.4,8.6,,,,,,,,,,,,,,,,,,,,,245.2,,0.26,16.0,0.0757524204458706,0.0210153705785648,0.0702364403298945,sun,False,False,True,False,True,False,False
2.351538939967474,2.337352983147633,3.464272839285229,8.0,33.0,16.0,57.0,65.0,39.0,9.0,34.0,14.0,1.0,8.0,0.0,0.0,16.0,18.0,6.0,27.0,14.0,4.0,17.0,12.0,3.0,16.0,27.0,5.0,,,109.0,,0.3,16.0,0.1039023209199615,0.0,0.0,sun,False,True,True,False,True,False,False
4.184698503347032,4.761713360171976,5.565684124524895,11.0,,,,,,,10.0,45.0,15.0,4.0,0.0,0.0,3.0,6.0,9.0,11.0,14.0,22.0,8.0,15.0,26.0,20.0,10.0,22.0,,309.0,,,0.3,16.0,0.0540644098617388,0.0,0.0,sun,False,True,False,False,False,True,False
3.834197775784002,6.139972894027577,5.019606466149782,,54.8,15.0,80.2,108.4,45.2,15.0,,,,,,,,,,,,,,,,,,,,245.0,,,0.26,16.0,0.1612272264703071,0.1991850741016765,0.8972957120789573,sun,False,False,True,False,False,True,False
1.8412258811082425,3.930253604501339,4.039538819445368,9.0,41.0,11.0,52.0,108.0,28.0,13.0,26.0,14.0,3.0,13.0,0.0,0.0,21.0,28.0,4.0,22.0,14.0,13.0,21.0,16.0,11.0,24.0,15.0,1.0,,56.0,,,0.3,16.0,0.0853616927079882,0.0,0.0,sun,False,True,True,False,False,True,False
3.537273844237931,3.8015895944533775,2.4577643051140337,1.8,,,,,,,19.0,30.4,8.6,6.6,0.0,0.0,6.6,26.6,13.8,17.0,16.6,11.4,9.2,10.0,10.2,42.6,25.2,10.8,,158.6,129.8,,0.1399999999999999,16.0,0.0470647562508781,0.1222448069111845,0.0589264077243786,sun,False,True,False,False,True,True,False
2.829500969159402,2.374979990896896,2.735326434052811,,45.0,17.6,48.6,91.6,43.6,8.0,,,,,,,,,,,,,,,,,,,,115.2,199.6,,0.26,16.0,0.0821792604669363,0.0935273444887403,0.2331318381013995,sun,False,False,True,False,True,True,False
2.4638373093540524,2.6415492459931427,4.129684870699805,7.0,42.0,11.0,40.0,59.0,16.0,13.0,33.0,7.0,2.0,7.0,0.0,0.0,14.0,29.0,3.0,20.0,14.0,9.0,16.0,16.0,4.0,30.0,22.0,5.0,,57.0,85.0,,0.3,16.0,0.1019100415857354,0.0,0.0,sun,False,True,True,False,True,True,False
3.9409827246439946,2.9465520914087437,4.607797717135343,7.0,,,,,,,11.0,39.0,4.0,3.0,0.0,0.0,4.0,9.0,20.0,14.0,17.0,15.0,8.0,7.0,8.0,13.0,8.0,29.0,,,,350.0,0.3,16.0,0.0923842880394679,0.0,0.0,sun,False,True,False,False,False,False,True
3.594520348307872,3.643371691985673,3.3483640060030835,,32.6,16.2,58.8,90.6,63.0,16.8,,,,,,,,,,,,,,,,,,,,,,300.4,0.26,16.0,0.0787041969329492,0.1327738802663582,0.0119499703887441,sun,False,False,True,False,False,False,True
1.8508751199766984,2.5148969863583623,5.09777981205958,12.0,41.0,6.0,47.0,99.0,37.0,20.0,37.0,8.0,6.0,5.0,0.0,0.0,13.0,28.0,2.0,20.0,14.0,9.0,18.0,21.0,6.0,33.0,15.0,11.0,,,,73.0,0.3,16.0,0.03137390417013,0.0,0.0,sun,False,True,True,False,False,False,True
2.176616162591745,2.252123517450333,1.6281317101103887,5.0,21.0,9.0,9.0,58.0,16.0,18.0,14.0,2.0,1.0,18.0,0.0,0.0,13.0,24.0,4.0,15.0,10.0,7.0,16.0,8.0,1.0,37.0,12.0,3.0,50.0,38.0,94.0,65.0,0.3,16.0,0.0986575624753146,0.0,0.0071677175649979,btk,False,True,True,True,True,True,True
1.7499551734509562,4.242871148791992,7.863376100334034,25.0,25.0,17.0,74.0,94.0,42.0,29.0,56.0,27.0,7.0,32.0,0.0,0.0,61.0,42.0,26.0,,,,,,,,,,,,,,0.3,16.0,0.1030815110356585,0.0,8.881784197001252e-16,btk,True,False,False,False,False,False,False
6.497659107973862,4.841270905788536,7.451593158164373,53.0,,,,,,,71.0,86.0,9.0,18.0,0.0,0.0,21.0,13.0,0.0,8.0,73.0,8.0,13.0,57.0,85.0,12.0,18.0,0.0,,,,,0.03,16.0,0.0720195204777749,0.0,8.881784197001252e-16,btk,False,True,False,False,False,False,False
4.683773005263372,5.3816918797992335,5.914138517361889,,48.0,42.4,100.2,146.8,94.8,28.6,,,,,,,,,,,,,,,,,,,,,,,0.22,16.0,0.0679008058914489,0.0986224214518479,0.0684741934441137,btk,False,False,True,False,False,False,False
