cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_comet_mean_importance,small100_noft_comet_mean_importance,small100_ft_comet_mean_importance,nllb_noft_comet_mean_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
0.052555307489007,0.1551241736254304,0.2654587848623307,121.0,15.0,51.0,93.0,153.0,44.0,3.0,,,76.0,75.0,315.0,117.0,36.0,524.0,50.0,153.0,208.0,79.0,64.0,414.0,79.0,137.0,197.0,,,,,,,,,,,,,,,0.1,32.0,0.0011119949537812,0.0,0.0,deu,True,False,False,False,False,False,False
0.0331316954406272,0.0205851242161117,0.0277591522249588,133.4,15.8,27.4,27.4,58.4,35.2,1.0,34.6,35.0,102.8,61.0,32.4,87.8,59.8,69.0,57.2,62.4,47.0,91.4,54.6,54.8,102.2,57.2,55.0,147.8,73.6,61.6,104.8,73.6,48.2,99.4,76.4,41.8,2.0,119.6,49.0,167.0,298.6,0.1,28.8,0.0005424700040049,0.0043766639427373,0.0011117635513151,hau,False,True,True,True,True,True,True
0.0543232278256398,0.0336552999594119,0.0723498255191464,117.0,41.0,57.0,93.0,129.0,49.0,3.0,,,87.0,81.0,311.0,117.0,73.0,473.0,56.0,168.0,164.0,78.0,78.0,414.0,86.0,156.0,189.0,,,,,,,,,,,,,,,0.1,32.0,0.0010023637847372,0.0,0.0,hau,True,False,False,False,False,False,False
0.0327693012004368,0.0189754891380087,0.0286792717054158,124.2,13.8,24.6,27.4,58.0,32.0,0.6,46.2,35.8,83.6,48.4,26.8,86.8,61.0,54.8,62.0,56.8,43.0,74.0,50.8,44.0,84.4,51.4,41.6,105.6,63.4,66.0,92.2,63.2,38.0,95.8,62.4,33.8,2.6,103.2,50.6,144.6,268.4,0.1,25.6,0.0007692667846122,0.001096077484888,0.0019332006774125,pan,False,True,True,True,True,True,True
0.0544181071572638,0.0508402218633014,0.0638710039017213,128.0,38.0,71.0,87.0,151.0,49.0,8.0,,,92.0,84.0,312.0,108.0,70.0,473.0,39.0,166.0,159.0,68.0,75.0,423.0,78.0,151.0,201.0,,,,,,,,,,,,,,,0.1,32.0,0.0008672460961949,0.0,0.0,pan,True,False,False,False,False,False,False
0.0327533138921383,0.0217030738212859,0.054483528877284,134.0,8.2,37.2,22.8,59.0,35.8,0.8,35.0,26.0,88.0,34.4,35.6,106.4,67.8,64.4,67.4,60.8,36.8,92.0,56.4,49.2,109.6,72.4,65.0,112.6,72.2,62.2,97.4,80.6,40.6,107.2,76.8,47.4,1.4,127.0,70.2,165.2,310.6,0.1,28.8,0.0007190891837383,0.0015080115192456,0.0007605118974958,bel,False,True,True,True,True,True,True
0.0552809360101835,0.100294520925581,0.0933649026897317,110.0,34.0,50.0,71.0,138.0,63.0,2.0,,,80.0,86.0,302.0,93.0,78.0,496.0,50.0,151.0,161.0,78.0,54.0,412.0,88.0,169.0,203.0,,,,,,,,,,,,,,,0.1,32.0,0.0005717924113821,0.0,0.0,bel,True,False,False,False,False,False,False
0.033208380446049,0.0119468634495318,0.01894869649921,117.2,14.6,23.6,30.2,58.6,35.4,0.8,34.0,28.0,91.6,41.6,37.4,90.8,64.6,56.4,57.6,52.6,35.4,80.8,43.4,40.6,81.2,58.0,40.2,114.2,54.6,60.2,96.0,73.6,39.6,101.6,63.2,28.0,2.4,102.0,58.6,160.2,262.0,0.1,25.6,0.0007315985548107,0.0008608074705977,0.0012580087977654,som,False,True,True,True,True,True,True
0.0533998244840166,0.0611843873281722,0.043519516024464,112.0,28.0,53.0,83.0,136.0,64.0,1.0,,,83.0,92.0,312.0,108.0,81.0,511.0,54.0,165.0,153.0,72.0,69.0,401.0,80.0,180.0,176.0,,,,,,,,,,,,,,,0.1,32.0,0.0006130231393785,0.0,0.0,som,True,False,False,False,False,False,False
0.0332147000918385,0.0117186566843014,0.0302713347618158,138.8,15.4,25.0,29.4,51.2,38.2,0.0,48.4,37.0,101.8,50.8,36.6,101.2,61.8,65.8,62.8,62.4,43.6,84.6,56.4,54.0,98.4,64.0,57.8,125.0,76.4,61.4,115.2,76.2,39.0,118.8,69.4,43.8,3.6,127.6,43.2,166.0,296.2,0.1,28.8,0.0006783905899206,0.0009208545372291,0.0035257576540691,kan,False,True,True,True,True,True,True
0.0541172843081245,0.0507468517670611,0.0553286936909388,116.0,28.0,55.0,90.0,136.0,51.0,4.0,,,69.0,89.0,314.0,119.0,75.0,491.0,63.0,176.0,181.0,70.0,72.0,400.0,97.0,152.0,179.0,,,,,,,,,,,,,,,0.1,32.0,0.000595446390336,0.0,0.0,kan,True,False,False,False,False,False,False
0.033142701327206,0.0080559911357354,0.0271952874937156,128.4,11.6,27.6,30.2,49.4,35.6,0.6,35.6,28.0,78.8,60.0,34.4,86.4,61.4,55.4,58.2,54.4,35.8,79.2,41.8,51.0,90.0,52.6,48.2,110.2,68.2,56.2,90.2,66.2,37.0,98.6,58.2,40.4,2.6,100.4,44.6,163.0,269.8,0.1,25.6,0.0002100269199979,0.0013209876065842,0.0011962884345056,cym,False,True,True,True,True,True,True
0.0544134739012391,0.050984624775218,0.0660165688615058,114.0,32.0,44.0,80.0,129.0,55.0,1.0,,,92.0,85.0,328.0,98.0,77.0,476.0,68.0,157.0,178.0,61.0,77.0,398.0,81.0,165.0,187.0,,,,,,,,,,,,,,,0.1,32.0,0.0005613742723721,0.0,0.0,cym,True,False,False,False,False,False,False
0.0324964503349057,0.0303610481427436,0.0665060095169392,160.0,17.0,23.0,34.0,69.0,51.0,0.0,26.0,33.0,80.0,61.0,42.0,106.0,97.0,68.0,81.0,93.0,53.0,75.0,46.0,66.0,115.0,81.0,51.0,97.0,91.0,81.0,137.0,95.0,46.0,128.0,75.0,45.0,7.0,164.0,64.0,174.0,354.0,0.1,32.0,0.0004957723655251,3.469446951953614e-18,0.0,tam,False,True,True,True,True,True,True
0.0539274703131109,0.0746091715005363,0.1262736273400843,104.0,30.0,59.0,85.0,148.0,67.0,4.0,,,84.0,89.0,296.0,114.0,61.0,522.0,69.0,168.0,173.0,67.0,50.0,381.0,96.0,153.0,198.0,,,,,,,,,,,,,,,0.1,32.0,0.0004973307573926,0.0,0.0,tam,True,False,False,False,False,False,False
0.0330092894239514,0.0441621232314199,0.1249291514057975,157.8,18.0,21.6,32.0,43.4,38.0,1.4,27.6,31.0,93.6,44.2,27.2,74.6,56.2,60.2,51.4,54.0,38.8,76.8,40.6,38.4,75.2,48.4,64.6,93.8,46.8,50.6,88.8,78.0,32.6,100.6,67.0,41.4,0.8,115.6,55.8,148.2,288.0,0.1,25.6,0.0007817809037195,0.0024329099727469,0.0059480973958987,vie,False,True,True,True,True,True,True
0.054982564684634,0.0869380856725651,0.1326687851529315,113.0,32.0,63.0,86.0,123.0,68.0,0.0,,,99.0,74.0,339.0,113.0,60.0,485.0,56.0,158.0,181.0,67.0,54.0,394.0,78.0,142.0,212.0,,,,,,,,,,,,,,,0.1,32.0,0.0012601992040465,0.0,0.0,vie,True,False,False,False,False,False,False
0.0339784152760895,0.0410763282576171,0.2658079940863151,136.0,27.6,23.4,23.8,48.2,12.0,0.6,4.0,36.4,70.2,43.0,22.4,81.0,53.0,64.0,70.6,70.8,47.0,67.0,40.6,31.8,85.0,47.0,51.2,103.2,59.8,41.2,109.0,77.4,45.0,99.6,74.4,36.6,0.6,107.8,59.2,166.4,277.8,0.1,25.6,0.0010444722429155,0.0009064256400966,0.0046625476002506,rus,False,True,True,True,True,True,True
0.0561284511644789,0.0564872959818141,0.2384512350424711,127.0,39.0,54.0,95.0,149.0,44.0,7.0,,,65.0,76.0,267.0,120.0,78.0,497.0,68.0,164.0,159.0,90.0,54.0,398.0,78.0,173.0,190.0,,,,,,,,,,,,,,,0.1,32.0,0.0004401997377266,6.938893903907228e-18,0.0,rus,True,False,False,False,False,False,False
0.0331988516044686,0.0136350895575512,0.0207089336254592,141.8,9.4,32.4,37.2,68.0,27.8,0.0,45.8,45.6,113.0,56.8,53.6,108.4,70.0,67.8,84.4,71.0,51.8,82.6,52.2,59.8,104.2,70.8,67.2,139.4,103.4,70.8,97.6,83.6,45.6,122.0,75.6,44.6,3.4,143.0,64.2,189.2,347.2,0.1,32.0,0.0005830697947478,0.0002255544455107,0.0002561739281518,sin,False,True,True,True,True,True,True
0.0557080475238805,0.0327122714749437,0.0910330590661925,118.0,27.0,52.0,88.0,144.0,52.0,4.0,,,91.0,94.0,277.0,112.0,55.0,494.0,66.0,150.0,193.0,85.0,67.0,387.0,95.0,163.0,190.0,,,,,,,,,,,,,,,0.1,32.0,0.0007841637081354,0.0,0.0,sin,True,False,False,False,False,False,False
0.0330388413323642,0.0673885469173864,0.0964551791012327,152.0,15.0,34.0,53.0,63.0,49.0,0.0,19.0,40.0,120.0,57.0,40.0,78.0,65.0,86.0,84.0,76.0,45.0,106.0,51.0,55.0,98.0,73.0,68.0,122.0,105.0,85.0,111.0,83.0,58.0,101.0,95.0,51.0,1.0,150.0,64.0,186.0,344.0,0.1,32.0,0.0003787899062376,0.0,0.0,ind,False,True,True,True,True,True,True
0.0539196472953647,0.0843306557899772,0.1823410369390964,138.0,32.0,54.0,79.0,113.0,75.0,6.0,,,96.0,87.0,308.0,110.0,79.0,478.0,51.0,159.0,151.0,69.0,71.0,409.0,75.0,161.0,211.0,,,,,,,,,,,,,,,0.1,32.0,0.0007874163424476,0.0,0.0,ind,True,False,False,False,False,False,False
0.0329319444145068,0.0082975987009809,0.0367775936378873,138.0,15.2,31.0,31.8,51.0,30.8,0.0,29.4,22.6,108.8,45.8,36.8,92.6,58.6,67.0,61.4,66.2,48.0,73.0,49.2,42.4,95.0,69.8,50.8,132.8,60.6,55.4,108.2,87.6,40.6,102.2,76.2,56.8,4.0,126.8,54.0,179.6,300.8,0.1,28.8,0.0007972822222647,0.0004128016014484,0.0010352366841816,kir,False,True,True,True,True,True,True
0.0540518487986451,0.0082869938455509,0.0318607826411851,122.0,35.0,55.0,77.0,150.0,52.0,6.0,,,85.0,78.0,306.0,102.0,62.0,527.0,58.0,164.0,162.0,66.0,61.0,373.0,81.0,170.0,193.0,,,,,,,,,,,,,,,0.1,32.0,0.0004639582785404,0.0,0.0,kir,True,False,False,False,False,False,False
0.0329523995542509,0.0940422229798436,0.0248217193099128,115.0,16.6,27.4,32.4,53.0,36.0,0.8,38.4,35.4,78.6,53.8,30.0,95.2,47.8,57.8,62.4,59.2,32.8,75.6,50.4,43.8,69.4,54.0,50.6,118.2,67.2,44.0,95.6,60.4,33.8,88.2,65.8,31.2,2.4,120.8,50.0,160.6,275.2,0.1,25.6,0.0008016307505767,0.0409734882273596,0.0026898295313891,jav,False,True,True,True,True,True,True
0.0532875465650494,0.1184258237283298,0.0969310820908807,122.0,39.0,65.0,92.0,137.0,61.0,6.0,,,88.0,84.0,295.0,135.0,65.0,528.0,44.0,142.0,159.0,67.0,75.0,389.0,73.0,148.0,158.0,,,,,,,,,,,,,,,0.1,32.0,0.0006741842613133,0.0,0.0,jav,True,False,False,False,False,False,False
0.0332917151820546,0.1542453375999666,0.0728320462117792,134.4,13.2,35.8,38.2,48.2,34.4,0.8,34.6,29.2,98.8,60.2,55.0,110.2,72.6,66.4,58.2,58.8,38.2,90.8,59.0,56.4,92.8,69.8,53.8,85.2,81.4,70.0,103.6,66.6,40.0,92.6,71.2,30.4,3.8,138.0,63.0,185.6,316.4,0.1,28.8,0.001155855847263,0.0007638564392407,0.0016886826745041,mar,False,True,True,True,True,True,True
0.0541172311073472,0.1542979978175039,0.1886910592818408,117.0,36.0,74.0,83.0,125.0,54.0,5.0,,,74.0,75.0,286.0,113.0,87.0,497.0,51.0,158.0,167.0,94.0,71.0,416.0,74.0,158.0,211.0,,,,,,,,,,,,,,,0.1,32.0,0.0007443834980305,0.0,0.0,mar,True,False,False,False,False,False,False
0.0335207787902636,0.0790788158625808,0.0679905396434369,150.0,20.0,38.8,35.0,63.8,54.4,1.2,31.2,48.4,108.4,49.0,50.8,111.0,70.2,70.2,67.0,62.0,57.8,78.8,51.8,67.6,95.0,64.4,59.6,142.4,86.4,83.0,127.8,90.2,52.0,105.6,75.6,47.0,3.8,134.6,57.2,199.2,330.0,0.1,32.0,0.0006242844807571,0.0006733415075193,0.0007097770025847,xho,False,True,True,True,True,True,True
0.0546308796741563,0.0990889573436186,0.092574276210526,117.0,31.0,44.0,83.0,138.0,61.0,3.0,,,77.0,74.0,332.0,106.0,73.0,520.0,53.0,168.0,168.0,75.0,48.0,398.0,83.0,153.0,185.0,,,,,,,,,,,,,,,0.1,32.0,0.0006431387956568,0.0,0.0,xho,True,False,False,False,False,False,False
0.0337546803708674,0.0171888919067535,0.0798176165726719,116.4,12.4,26.6,23.0,44.6,28.8,1.4,33.4,27.4,73.4,37.4,23.6,83.8,54.0,43.4,51.2,41.6,27.6,63.6,50.0,29.8,71.6,49.6,36.0,97.8,48.4,38.0,101.2,60.6,33.0,72.4,48.2,33.0,2.8,93.2,46.2,142.4,235.6,0.1,22.4,0.0005176980951102,0.0008284019378986,0.0016153162530935,mya,False,True,True,True,True,True,True
0.0530510464410886,0.0446064446303987,0.0955116950398071,110.0,37.0,53.0,79.0,145.0,58.0,3.0,,,84.0,83.0,309.0,117.0,57.0,485.0,66.0,145.0,167.0,78.0,66.0,401.0,84.0,181.0,185.0,,,,,,,,,,,,,,,0.1,32.0,0.0008267273596397,0.0,0.0,mya,True,False,False,False,False,False,False
0.0327081383610694,0.1589575343837199,0.1863938652104929,95.0,4.0,21.6,17.8,20.2,21.2,0.2,24.2,19.4,66.4,46.2,16.0,76.6,48.4,47.0,37.6,35.4,23.8,68.8,51.6,31.4,44.4,45.0,30.2,82.4,51.8,31.4,88.2,44.0,30.4,66.4,48.2,18.4,2.4,88.8,39.2,112.8,199.6,0.1,19.2,0.0006370481782814,0.0049631203940295,0.0023260188743903,kor,False,True,True,True,True,True,True
0.0540054112897391,0.1514871204887238,0.2199910982095469,117.0,34.0,65.0,93.0,121.0,48.0,4.0,,,59.0,81.0,279.0,91.0,52.0,609.0,46.0,114.0,173.0,91.0,66.0,390.0,85.0,123.0,182.0,,,,,,,,,,,,,,,0.1,32.0,0.0002955591353073,0.0,2.775557561562892e-17,kor,True,False,False,False,False,False,False
0.0326330940671908,0.2016696206826214,0.2240871967269629,116.8,8.0,15.2,33.4,41.4,13.2,0.2,17.2,26.8,73.8,55.8,31.0,72.6,44.8,55.2,56.0,57.6,28.2,58.0,59.0,36.6,36.8,48.0,39.4,111.4,44.6,43.8,63.2,59.0,34.4,82.2,55.0,31.8,4.0,92.6,47.0,160.8,248.4,0.1,22.4,0.0004973047766287,0.0016832106017645,0.0002591863344213,fra,False,True,True,True,True,True,True
0.0534299216995867,0.1791854977764719,0.213323601863703,103.0,23.0,60.0,142.0,147.0,34.0,3.0,,,110.0,81.0,297.0,120.0,74.0,434.0,47.0,190.0,163.0,83.0,58.0,398.0,68.0,194.0,245.0,,,,,,,,,,,,,,,0.1,32.0,0.0002902778341068,0.0,2.775557561562892e-17,fra,True,False,False,False,False,False,False
0.0331012560277082,0.0281384040137166,0.0298211935034543,120.0,13.6,28.6,29.4,51.4,34.6,0.0,34.8,31.8,69.0,51.4,31.4,91.6,53.6,59.2,63.2,46.6,39.0,73.6,36.4,49.6,86.4,49.4,55.6,115.8,61.6,59.8,86.8,61.0,44.4,110.8,61.6,29.0,3.6,103.0,50.0,167.0,268.2,0.1,25.6,0.0005649422369821,0.001134500886044,0.002818627412241,khm,False,True,True,True,True,True,True
0.0541454458200347,0.0488491309930779,0.0457181248789063,114.0,34.0,53.0,78.0,137.0,47.0,5.0,,,76.0,78.0,313.0,113.0,70.0,508.0,59.0,177.0,175.0,80.0,75.0,423.0,83.0,161.0,170.0,,,,,,,,,,,,,,,0.1,32.0,0.0006400363687046,0.0,0.0,khm,True,False,False,False,False,False,False
0.0333603540834127,0.0107795384523661,0.0329496945623944,118.2,10.2,22.4,30.8,48.6,34.2,0.4,33.6,29.2,87.0,53.8,31.0,97.0,59.0,59.4,59.2,48.2,42.0,75.0,47.4,46.6,80.8,55.6,52.6,101.6,61.8,51.4,116.0,68.4,40.0,83.4,64.2,37.0,3.2,108.0,50.8,156.2,280.6,0.1,25.6,0.0004387420068801,0.0019462417602767,0.0025912101709191,hye,False,True,True,True,True,True,True
0.0541948320615868,0.0388594884594577,0.0711704551417075,94.0,38.0,60.0,66.0,157.0,59.0,6.0,,,81.0,87.0,322.0,108.0,71.0,465.0,43.0,184.0,160.0,87.0,67.0,427.0,79.0,141.0,162.0,,,,,,,,,,,,,,,0.1,32.0,0.0008323579736278,0.0,0.0,hye,True,False,False,False,False,False,False
0.0309624908244161,0.1636417141586234,0.1775513886253764,134.8,19.0,28.6,30.8,55.4,47.8,1.0,26.6,35.6,105.2,56.6,34.2,80.8,96.8,64.2,74.6,77.6,41.0,78.2,63.2,46.2,88.6,63.6,49.0,78.4,85.6,65.4,98.6,78.4,45.8,118.4,74.8,29.0,3.6,114.6,55.2,171.2,321.0,0.1,28.8,0.0004564433074024,0.0070713693104691,0.0019635206958845,zho,False,True,True,True,True,True,True
0.0511366663094961,0.172213362976067,0.2365856492539662,141.0,40.0,59.0,93.0,183.0,48.0,14.0,,,75.0,88.0,339.0,98.0,108.0,434.0,39.0,131.0,149.0,85.0,74.0,378.0,77.0,156.0,196.0,,,,,,,,,,,,,,,0.1,32.0,0.0004249313959792,0.0,0.0,zho,True,False,False,False,False,False,False
0.0333823825201586,0.0171341924769751,0.0192709344754759,122.2,15.6,33.2,32.4,65.6,34.2,0.6,33.0,33.4,97.2,48.0,34.6,100.8,57.6,52.0,61.0,64.4,63.8,80.4,58.0,46.8,99.8,64.2,52.2,115.4,77.8,58.4,112.8,83.8,51.4,101.4,80.8,37.0,4.0,108.6,60.6,177.0,312.0,0.1,28.8,0.0003534089529945,0.0004993324532443,0.0024662409043443,guj,False,True,True,True,True,True,True
0.055496807392215,0.0544799549919983,0.1321125560637327,124.0,35.0,56.0,65.0,140.0,63.0,5.0,,,76.0,89.0,298.0,125.0,78.0,510.0,61.0,165.0,149.0,80.0,87.0,387.0,81.0,175.0,184.0,,,,,,,,,,,,,,,0.1,32.0,0.0007106357258572,0.0,0.0,guj,True,False,False,False,False,False,False
0.0339886699170604,0.0101660038475697,0.0582662203125472,138.4,13.8,36.2,37.0,70.6,37.8,1.2,40.4,50.6,122.4,58.6,39.6,94.6,67.6,79.0,73.6,69.4,54.2,83.2,56.2,70.4,91.8,58.2,58.6,140.6,83.8,83.2,105.4,82.6,49.6,108.8,79.2,51.2,2.6,137.8,64.4,188.4,346.6,0.1,32.0,0.0012987065218654,0.0002960172158581,0.0012529987635939,amh,False,True,True,True,True,True,True
0.0533087629494725,0.0689924170619708,0.2134881260831807,130.0,36.0,58.0,91.0,159.0,63.0,1.0,,,71.0,92.0,298.0,121.0,82.0,501.0,45.0,177.0,163.0,94.0,64.0,422.0,80.0,140.0,172.0,,,,,,,,,,,,,,,0.1,32.0,0.0008483069363458,0.0,0.0,amh,True,False,False,False,False,False,False
