cv_rmse,test_source_rmse,test_target_rmse,alpha,beta_w,beta_h,beta_z,beta_s,beta_t,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
1.772056403738776,4.022552736097365,6.544811441996975,0.01,0.1,0.1,0.01,0.01,0.01,0.0260409868333823,0.2311222116081806,0.1979042100464213,min,False,True,True,False,True,False,False
1.9502195517550045,6.598450335149849,10.450398159350986,0.0028,0.1,0.1,0.01,0.01,0.01,0.0320922776792791,0.0715703721129931,0.251990007859914,min,False,True,False,False,False,True,False
1.9463545359027687,6.624334563266091,10.06498883497236,0.01,0.1,0.1,0.028,0.01,0.01,0.0588772194509106,0.1854669178056126,0.2033408789559947,min,False,False,True,False,False,True,False
1.836592470186104,6.219947231671149,9.75973449892202,0.01,0.1,0.1,0.01,0.01,0.01,0.0394094100807795,0.0926186792503149,0.1576453326079887,min,False,True,True,False,False,True,False
1.9653288193692415,5.683399967369157,8.960024454648092,0.0082,0.1,0.1,0.1,0.01,0.01,0.0412060108183758,0.4283351209526401,0.8484021246235063,min,False,True,False,False,True,True,False
1.9207736739492396,4.453614914853295,7.010253244807534,0.01,0.1,0.1,0.046,0.01,0.01,0.0439307256772672,0.9440821157025556,1.449187792098564,min,False,False,True,False,True,True,False
1.83821378551669,4.277456485505998,6.804721060312024,0.01,0.1,0.1,0.01,0.01,0.01,0.0128440025489171,0.1123935069608715,0.2786358922854147,min,False,True,True,False,True,True,False
1.69999991768471,1.9822036725711447,7.143221641690114,0.0046,0.1,0.1,0.01,0.01,0.01,0.0366750741042128,0.6060059600664991,0.7278272421359364,min,False,True,False,False,False,False,True
1.7570505349924763,2.320161152626912,6.721796866710865,0.01,0.1,0.1,0.01,0.01,0.01,0.0454923308663675,0.2323263018687043,0.2478067014604355,min,False,False,True,False,False,False,True
1.6604779239803524,2.008397553015606,6.972618783528693,0.01,0.1,0.1,0.01,0.01,0.01,0.039643671287949,0.3490181828715531,0.1547657971331587,min,False,True,True,False,False,False,True
1.104821820263643,11.30042992466129,2.2054199329483675,0.01,0.1,0.1,0.01,0.01,0.01,0.0391947448479477,0.1671968884840889,0.2620963578327592,bew,False,True,True,True,True,True,True
1.2918156207126326,3.006041092289977,4.742270148633448,0.01,0.1,0.1,0.01,0.01,0.01,0.0496652370501387,0.1585086277923068,0.6148853304073426,bew,True,False,False,False,False,False,False
1.4491151839229826,3.790664568516215,4.848625668320334,0.001,0.1,0.1,0.01,0.01,0.01,0.0418404764784992,0.1168652767250497,0.3649722712760543,bew,False,True,False,False,False,False,False
1.316245989427046,4.077460399027324,4.559703667368245,0.01,0.1,0.1,0.01,0.01,0.01,0.0950905626442336,0.110298414482397,0.5839338324893069,bew,False,False,True,False,False,False,False
1.2630784668508768,2.9776975345372407,4.996598826987875,0.01,0.1,0.1,0.01,0.01,0.01,0.0411276359128212,0.0677114626729571,0.5433947081824685,bew,False,True,True,False,False,False,False
1.4249712444801594,3.8875746428755433,3.3496147973493136,0.0064,0.1,0.1,0.046,0.01,0.01,0.0265960872826227,0.1337338596890025,0.2726964351919787,bew,False,True,False,True,False,False,False
1.360326962830801,3.1796121686284358,4.9813530918965405,0.01,0.1,0.1,0.01,0.01,0.01,0.0976306349825842,0.0619390392245797,0.2745533070204335,bew,False,False,True,True,False,False,False
1.2180961030848654,3.0748326709832647,5.235635750957576,0.01,0.1,0.1,0.01,0.01,0.01,0.065963560538387,0.0363574322541058,0.2451828014690694,bew,False,True,True,True,False,False,False
1.6124086251469094,3.9345555425092,2.628358065727305,0.01,0.1,0.1,0.1,0.01,0.01,0.0236613964127544,0.0818542451043063,0.1893985599829586,bew,False,True,False,False,True,False,False
1.5407793522241344,4.651984310021392,1.654631343141623,0.01,0.1,0.1,0.1,0.01,0.01,0.046205430568429,0.0900414746134318,0.0367040595196129,bew,False,False,True,False,True,False,False
1.5122433136727114,3.902097795776426,1.8307387819626768,0.01,0.1,0.1,0.082,0.01,0.01,0.0314253275607916,0.5270063642980908,0.4661927800135941,bew,False,True,True,False,True,False,False
1.3140871112128942,15.965777202222984,3.662285398429892,0.001,0.1,0.1,0.01,0.01,0.01,0.0397189545248145,0.3213193664959425,0.3300494089288554,bew,False,True,False,False,False,True,False
1.3294721293435476,13.874252169621943,2.8857603125587663,0.01,0.1,0.1,0.01,0.01,0.01,0.0523815117286519,0.4789087498048999,0.655076739981434,bew,False,False,True,False,False,True,False
1.2942918596808997,12.909406378056868,3.449005316901336,0.01,0.1,0.1,0.01,0.01,0.01,0.0229474731308,0.3427936392009149,0.5710370182013257,bew,False,True,True,False,False,True,False
1.5786892284674905,9.194162402944428,1.931876768948456,0.01,0.1,0.1,0.046,0.01,0.01,0.0167871309376952,3.9061313697700655,0.4562845989294571,bew,False,True,False,False,True,True,False
1.5238565592920017,5.048404922658355,1.4955596247274334,0.01,0.1,0.1,0.1,0.01,0.01,0.0438850696458295,0.0781708346096361,0.0576926516433782,bew,False,False,True,False,True,True,False
1.452532805577442,9.90517303798978,2.1586938639083764,0.01,0.1,0.1,0.028,0.01,0.01,0.0442927281317601,2.6456769417804984,0.4575033872311607,bew,False,True,True,False,True,True,False
1.2894246925000892,2.903867740064955,3.050852967768567,0.0064,0.1,0.1,0.01,0.01,0.01,0.03488450974924,0.1497212105863748,0.463235908493484,bew,False,True,False,False,False,False,True
1.1774099413282426,4.234125031515018,2.7933003935908185,0.01,0.1,0.1,0.01,0.01,0.01,0.0292428201991201,0.1622560089413359,0.3672812285363262,bew,False,False,True,False,False,False,True
1.1456633134931018,3.0933443637701243,3.103642305429262,0.01,0.1,0.1,0.01,0.01,0.01,0.0217385019162338,0.1615683795397438,0.4494714282180161,bew,False,True,True,False,False,False,True
0.9242649606351836,6.482075459977255,4.950446417728981,0.01,0.1,0.1,0.01,0.01,0.01,0.0281353900742139,0.0736071633699668,0.269621915739818,ind,False,True,True,True,True,True,True
1.0718742385813704,9.046983435382218,13.371652029528295,0.01,0.1,0.1,0.1,0.01,0.01,0.0487048193261549,0.1120274735981089,0.1660698017559735,ind,True,False,False,False,False,False,False
0.9748731309934816,9.353706369923149,6.10516316036224,0.0082,0.1,0.1,0.01,0.01,0.01,0.0205321998895605,0.1307389636683706,0.7988233764422465,ind,False,True,False,False,False,False,False
1.0119849778039969,9.223651613678411,13.54857316335378,0.01,0.1,0.1,0.1,0.01,0.01,0.0631453780876847,0.1115074924733412,0.1030654946571595,ind,False,False,True,False,False,False,False
0.9812505160865586,8.074283237835449,4.642217307477269,0.01,0.1,0.1,0.01,0.01,0.01,0.0311811638641372,0.1249938314767455,0.1647123215553149,ind,False,True,True,False,False,False,False
1.0659260691907284,7.61992619712399,6.420602017572598,0.01,0.1,0.1,0.028,0.01,0.01,0.018719723031101,0.5942477683480553,2.0406191196921477,ind,False,True,False,True,False,False,False
1.0170540257193206,8.434739853994092,12.640928519616114,0.01,0.1,0.1,0.1,0.01,0.01,0.0632319394974413,0.1105978937250787,0.1333918438776981,ind,False,False,True,True,False,False,False
0.9802636403790096,6.886020116279589,3.7046222386216767,0.01,0.1,0.1,0.01,0.01,0.01,0.023203577972919,0.0532573721198903,0.113438513542981,ind,False,True,True,True,False,False,False
1.1572071474661263,8.701060154769971,10.076577801776017,0.01,0.1,0.1,0.1,0.01,0.01,0.044481014077388,0.1127425339469358,0.3137125163593782,ind,False,True,False,False,True,False,False
1.051687149557604,8.330283299015852,11.912665102582377,0.01,0.1,0.1,0.1,0.01,0.01,0.0526412331311833,0.1083569143354926,0.1623709234060032,ind,False,False,True,False,True,False,False
1.0844615636334347,8.241930697617153,9.717239893535956,0.01,0.1,0.1,0.1,0.01,0.01,0.0403044075511073,0.1146096589569512,0.2867179182751074,ind,False,True,True,False,True,False,False
1.088825000737963,9.071604115996427,5.936581210201441,0.01,0.1,0.1,0.01,0.01,0.01,0.0200710356898272,0.1329878939699557,0.4643234984242695,ind,False,True,False,False,False,True,False
1.04978508828504,9.123191508324776,13.34060172843491,0.01,0.1,0.1,0.1,0.01,0.01,0.0567705229139891,0.1141927306763578,0.103960426540567,ind,False,False,True,False,False,True,False
1.0449093588423028,7.97684362582558,4.632027600030718,0.01,0.1,0.1,0.01,0.01,0.01,0.0293469064780416,0.1446811875544147,0.0782923566040598,ind,False,True,True,False,False,True,False
1.20652410012072,8.574347766036055,9.841887434177805,0.01,0.1,0.1,0.1,0.01,0.01,0.0370166693701467,0.1121522311041629,0.3213771564256814,ind,False,True,False,False,True,True,False
1.0971830107096625,8.266955186821377,11.774955410080976,0.01,0.1,0.1,0.1,0.01,0.01,0.0555914958580315,0.1079926729106218,0.1461396652734057,ind,False,False,True,False,True,True,False
1.1341908497477704,8.168118218987328,9.57914010951968,0.01,0.1,0.1,0.1,0.01,0.01,0.0362395067728858,0.1093130175833232,0.292603047717931,ind,False,True,True,False,True,True,False
0.9315099027262438,9.489270821493404,6.905082815382872,0.01,0.1,0.1,0.01,0.01,0.01,0.0246366691913493,0.0864363046306162,0.5731680056448927,ind,False,True,False,False,False,False,True
0.929539158261072,8.89300440454153,9.13109817178421,0.01,0.1,0.1,0.064,0.01,0.01,0.0214746580570733,0.4733888281831629,2.753388393318524,ind,False,False,True,False,False,False,True
0.9338587311811272,8.15873239725532,4.355892066694015,0.01,0.1,0.1,0.01,0.01,0.01,0.0250098431155893,0.1157961269477952,0.4716817915889305,ind,False,True,True,False,False,False,True
1.6873938430904805,1.3155416265418671,2.234527657791378,0.01,0.1,0.1,0.01,0.01,0.01,0.0342619119325023,0.0279321766565885,0.2270469758438518,btk,False,True,True,True,True,True,True
1.972009891042351,1.9551729728454736,6.520403031307765,0.01,0.1,0.1,0.01,0.01,0.01,0.0404606618043834,0.0326422507714713,0.2716864172556153,btk,True,False,False,False,False,False,False
1.9238273309633689,5.03491354850229,8.078579394042347,0.001,0.1,0.1,0.01,0.01,0.01,0.031374703047044,0.1658370016916353,0.524774942730487,btk,False,True,False,False,False,False,False
2.061790259671489,3.028753258587247,2.5671377598690577,0.01,0.1,0.1,0.01,0.01,0.01,0.0334134014727431,0.0337180159714056,0.0933137465981581,btk,False,False,True,False,False,False,False
1.9796435381136848,2.006667279525556,4.961425226538285,0.0046,0.1,0.1,0.01,0.01,0.01,0.0393613846692038,0.0977331299764515,0.6531595708035018,btk,False,True,True,False,False,False,False
1.942462728181204,3.586289492234193,6.659664645783539,0.0046,0.1,0.1,0.064,0.01,0.01,0.0633295671405565,0.2124835374587529,0.614749021297846,btk,False,True,False,True,False,False,False
1.942988575807338,1.8874847424012529,2.126337899515008,0.01,0.1,0.1,0.01,0.01,0.01,0.0401450106633484,0.0641314409937594,0.0428162105518652,btk,False,False,True,True,False,False,False
1.81928093823834,1.5808310690373677,4.074323310836088,0.01,0.1,0.1,0.01,0.01,0.01,0.0244953196896065,0.0266860059693292,0.3807696444858095,btk,False,True,True,True,False,False,False
2.127836497843208,3.995181507215862,6.994385446473002,0.0064,0.1,0.1,0.1,0.01,0.01,0.021545837471867,0.3001784717870213,0.2932629381653591,btk,False,True,False,False,True,False,False
2.059251970635384,2.2545791095693777,1.9605509532753955,0.01,0.1,0.1,0.01,0.01,0.01,0.0301263072075122,0.0502687996262785,0.099228135557016,btk,False,False,True,False,True,False,False
1.9645161581835155,1.6968492005602336,4.114813406148985,0.01,0.1,0.1,0.01,0.01,0.01,0.0370452374841797,0.0500931416828667,0.5277261950682154,btk,False,True,True,False,True,False,False
2.1109750720328258,4.874087226834817,7.944234850319404,0.001,0.1,0.1,0.01,0.01,0.01,0.0229978461407176,0.1666353607918759,0.4353396016125004,btk,False,True,False,False,False,True,False
2.1775929893791064,3.0173494881542045,2.585499520349264,0.01,0.1,0.1,0.01,0.01,0.01,0.0244293346947418,0.0356019998939721,0.1005924531839771,btk,False,False,True,False,False,True,False
2.066911639502148,1.9823867950064744,5.015443353931267,0.0046,0.1,0.1,0.01,0.01,0.01,0.0266207558380204,0.0828023673410497,0.5842944334507235,btk,False,True,True,False,False,True,False
2.19220067148653,4.014744020459048,6.823569002239123,0.01,0.1,0.1,0.082,0.01,0.01,0.0211006070017843,0.4432973791543736,0.3589853628349061,btk,False,True,False,False,True,True,False
2.083012848125505,2.25953442743552,1.955415000862852,0.01,0.1,0.1,0.01,0.01,0.01,0.0352640448562166,0.0506177387801182,0.1079033828645502,btk,False,False,True,False,True,True,False
1.996812746614627,1.7013042847876263,4.078166292752717,0.01,0.1,0.1,0.01,0.01,0.01,0.044795121167119,0.0495734331791633,0.5220767308097739,btk,False,True,True,False,True,True,False
1.8798609621028837,3.837808833524753,3.882945818476723,0.001,0.1,0.1,0.01,0.01,0.01,0.0270096865375608,0.1124621845161376,0.3247848566560427,btk,False,True,False,False,False,False,True
1.7378156323137908,2.865095880483289,1.125525945863378,0.01,0.1,0.1,0.01,0.01,0.01,0.0304683670058472,0.0370689770954556,0.0467445485405606,btk,False,False,True,False,False,False,True
1.691188371615081,1.4709523963401046,2.5420850409252025,0.01,0.1,0.1,0.01,0.01,0.01,0.03417690132984,0.0173002801666505,0.4286243281625608,btk,False,True,True,False,False,False,True
1.6060585669293237,2.8706918501816765,7.729058348044586,0.01,0.1,0.1,0.01,0.01,0.01,0.0319048765610625,0.0526271587125362,0.2247929213303921,mad,False,True,True,True,True,True,True
2.001833073253534,4.886604880853083,11.656062892578367,0.01,0.1,0.1,0.01,0.01,0.01,0.0480346824707177,0.1546524921250089,0.2321773289033027,mad,True,False,False,False,False,False,False
1.959028131556748,2.56118914080591,11.525022550765527,0.001,0.1,0.1,0.01,0.01,0.01,0.0565050912272145,0.2615233509311928,0.174046373839334,mad,False,True,False,False,False,False,False
1.931712816171558,5.620350923084962,12.043793924179072,0.01,0.1,0.1,0.01,0.01,0.01,0.0382618728086071,0.1429066621264549,0.4311691940631355,mad,False,False,True,False,False,False,False
1.9634366149462203,4.559057375257491,12.244673496791512,0.01,0.1,0.1,0.01,0.01,0.01,0.0481290857435935,0.1802353548633088,0.1914833232107121,mad,False,True,True,False,False,False,False
1.8368488093589943,2.0025562680927487,10.037025339727812,0.0064,0.1,0.1,0.028,0.01,0.01,0.0524376167935696,0.1528021390949258,0.3760492482376382,mad,False,True,False,True,False,False,False
1.7298156667594131,4.315800163327116,10.36361441975383,0.01,0.1,0.1,0.01,0.01,0.01,0.0407008278959312,0.1652001370050805,0.3987166940202004,mad,False,False,True,True,False,False,False
1.692675713569912,3.818788124884778,10.669908034090977,0.01,0.1,0.1,0.01,0.01,0.01,0.0407850801327649,0.1879299792402263,0.3426832587007024,mad,False,True,True,True,False,False,False
2.0428993687042185,2.107327479091479,9.513546497933076,0.001,0.1,0.1,0.1,0.01,0.01,0.0443877606742627,0.117623440574851,0.1378184363233741,mad,False,True,False,False,True,False,False
1.912007924225262,4.316658564501031,8.619972558774762,0.01,0.1,0.1,0.01,0.01,0.01,0.0380670926726864,0.0413878097130971,0.2989943659894455,mad,False,False,True,False,True,False,False
1.88557770288922,3.8240347278673688,9.320138429696254,0.01,0.1,0.1,0.01,0.01,0.01,0.0385413852221643,0.0887790088662686,0.209010224850815,mad,False,True,True,False,True,False,False
2.091027781614529,2.2978588265253284,11.46773743307262,0.001,0.1,0.1,0.028,0.01,0.01,0.0642395567928915,0.2017252095654866,0.2487905824451577,mad,False,True,False,False,False,True,False
1.9872249250391,5.50147483562043,11.91320869577116,0.01,0.1,0.1,0.01,0.01,0.01,0.0452078278766231,0.1033010511482211,0.3611979406082177,mad,False,False,True,False,False,True,False
2.0316616620133723,4.441712461055468,12.179689260053593,0.01,0.1,0.1,0.01,0.01,0.01,0.0576478485022519,0.1425818339103297,0.1783963897188295,mad,False,True,True,False,False,True,False
2.0846641393787264,2.071325295095092,9.246040756464334,0.0046,0.1,0.1,0.082,0.01,0.01,0.0298536833945363,0.0980541441908696,0.6169153624709859,mad,False,True,False,False,True,True,False
1.9417103322745384,4.30711148123553,8.6228985753922,0.01,0.1,0.1,0.01,0.01,0.01,0.0371964503425077,0.0330914707254656,0.3098610248136291,mad,False,False,True,False,True,True,False
1.9240820665893352,3.810537995110743,9.3461422934133,0.01,0.1,0.1,0.01,0.01,0.01,0.0380347194154452,0.0519384157292156,0.2083743836197304,mad,False,True,True,False,True,True,False
1.831834785484403,2.3757379239606,8.063197854382182,0.0028,0.1,0.1,0.01,0.01,0.01,0.0229873640065481,0.2706220612657807,0.5189782167315928,mad,False,True,False,False,False,False,True
1.559337772571131,4.410128950508071,8.472863737076292,0.01,0.1,0.1,0.01,0.01,0.01,0.0243563161813384,0.0624950060589774,0.2792017430128612,mad,False,False,True,False,False,False,True
1.618510554101031,3.296501228132797,9.58287433032332,0.01,0.1,0.1,0.01,0.01,0.01,0.0286681130753175,0.0682805601201741,0.1679591743635859,mad,False,True,True,False,False,False,True
1.7821605021489166,1.2130212214442877,6.492437363456832,0.0082,0.1,0.1,0.028,0.01,0.01,0.0242027437692162,0.1009339018148535,0.3582436469235234,sun,False,True,True,True,True,True,True
2.097114915709745,1.7567901714482204,11.55063726181212,0.01,0.1,0.1,0.01,0.01,0.01,0.0402428170427857,0.1361035358143382,0.1800394917231224,sun,True,False,False,False,False,False,False
1.9677729772164043,2.3312104540527754,12.022666452125758,0.001,0.1,0.1,0.01,0.01,0.01,0.0226572432775757,0.1073280276405509,0.2766481966482755,sun,False,True,False,False,False,False,False
2.1344207259475687,2.6259310584203472,5.220952926513812,0.01,0.1,0.1,0.01,0.01,0.01,0.0692012242273604,0.0674992671511334,0.1866378574920375,sun,False,False,True,False,False,False,False
2.06572284196328,1.6550974050692293,10.200974220096752,0.01,0.1,0.1,0.01,0.01,0.01,0.0450678752332162,0.1168755979951671,0.165339335504743,sun,False,True,True,False,False,False,False
1.980015044648082,2.1722885923151702,10.194614872885989,0.001,0.1,0.1,0.082,0.01,0.01,0.0488355528417707,0.1580999044797595,0.2787597082071079,sun,False,True,False,True,False,False,False
1.993857098912574,1.560864295520553,4.960287637626224,0.01,0.1,0.1,0.01,0.01,0.01,0.0487990636964656,0.0797819806882688,0.1886153602174418,sun,False,False,True,True,False,False,False
1.879879384649186,1.3131091524632068,9.449974498426409,0.01,0.1,0.1,0.01,0.01,0.01,0.0405038000186428,0.0688483198679723,0.25855054593544,sun,False,True,True,True,False,False,False
2.193680358916401,1.8434012824626855,7.540043787816195,0.0082,0.1,0.1,0.028,0.01,0.01,0.0456569720403364,0.1791976396626575,0.7535197510453502,sun,False,True,False,False,True,False,False
2.127174906879886,1.9107790279799917,3.795707826343982,0.01,0.1,0.1,0.028,0.01,0.01,0.0258181879315038,0.1784852001287576,1.0711001222313927,sun,False,False,True,False,True,False,False
2.0136411687228386,1.602212067260513,7.678892080215936,0.01,0.1,0.1,0.01,0.01,0.01,0.017354388343941,0.1125753921530469,0.3302897802470585,sun,False,True,True,False,True,False,False
2.24739921221841,2.090407130198067,11.350195973495174,0.001,0.1,0.1,0.028,0.01,0.01,0.0743904361376601,0.2270706144564268,0.4723697307555566,sun,False,True,False,False,False,True,False
2.3188026090641385,2.6796327509092515,5.804516997248717,0.01,0.1,0.1,0.046,0.01,0.01,0.0566802866458713,0.0826710214328138,0.9313745634313524,sun,False,False,True,False,False,True,False
2.186433258680725,1.660189555081748,10.248629140261048,0.0082,0.1,0.1,0.01,0.01,0.01,0.0658564502303008,0.0537475703711594,0.5744118033289236,sun,False,True,True,False,False,True,False
2.274035437907038,1.7777768785452277,7.453224090416471,0.0082,0.1,0.1,0.028,0.01,0.01,0.0568454088977104,0.2094121994839761,0.7465071508888819,sun,False,True,False,False,True,True,False
2.1964129660516263,1.898562336893847,3.76693266669556,0.01,0.1,0.1,0.028,0.01,0.01,0.026375209529884,0.145955798340165,1.0024612764727652,sun,False,False,True,False,True,True,False
2.0918610210557635,1.583825537594556,7.68205580962817,0.01,0.1,0.1,0.01,0.01,0.01,0.0250777821685107,0.1206680023569478,0.311202575471011,sun,False,True,True,False,True,True,False
1.8846476547605169,1.6265751292794983,7.679971759986268,0.001,0.1,0.1,0.01,0.01,0.01,0.0523084467337889,0.1163860854205018,0.4096243028313588,sun,False,True,False,False,False,False,True
1.8068508117064912,2.2230726375362293,3.678821450106671,0.01,0.1,0.1,0.01,0.01,0.01,0.0413614801826075,0.1012140993691803,0.1723753558190285,sun,False,False,True,False,False,False,True
1.7578823572792253,1.267439558514801,7.502178306141813,0.01,0.1,0.1,0.01,0.01,0.01,0.036685046799872,0.1367789491674013,0.2354462997791027,sun,False,True,True,False,False,False,True
1.6124891198359332,5.860307209093682,4.505885958536929,0.01,0.1,0.1,0.01,0.01,0.01,0.0269465207874677,0.1571906454439782,0.1182904841897055,mak,False,True,True,True,True,True,True
1.793506858153637,8.368672286418356,12.751303505895136,0.01,0.1,0.1,0.01,0.01,0.01,0.0481813581333315,0.1052354433764821,0.2635906024155354,mak,True,False,False,False,False,False,False
1.852260985831709,11.405272297094836,10.07977485776337,0.001,0.1,0.1,0.01,0.01,0.01,0.0599992052012646,0.2037784842040181,0.8488671550558773,mak,False,True,False,False,False,False,False
1.7079330510192905,8.908383550609333,9.297283415786556,0.01,0.1,0.1,0.01,0.01,0.01,0.0559165826515804,0.0608673503314139,0.0714752308802245,mak,False,False,True,False,False,False,False
1.7584076968246083,8.746956381634806,5.448156726763983,0.01,0.1,0.1,0.01,0.01,0.01,0.0417749262454606,0.0791898369378153,0.2738341369579423,mak,False,True,True,False,False,False,False
1.7332610134081974,9.50400703953096,6.72551688086774,0.01,0.1,0.1,0.01,0.01,0.01,0.0748356172255452,0.1736024588675466,0.1447430955829155,mak,False,True,False,True,False,False,False
1.744665789099163,8.270239356526293,8.889845588054738,0.01,0.1,0.1,0.01,0.01,0.01,0.0368325862263626,0.2215379223789404,0.2372259688449395,mak,False,False,True,True,False,False,False
1.6716019246265208,8.524599879943521,5.821963631482076,0.01,0.1,0.1,0.01,0.01,0.01,0.0225814872575518,0.1888698798301971,0.2664782839680711,mak,False,True,True,True,False,False,False
