cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dataset_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,dev_size_importance,test_size_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance
6.998928460265121,13.97370134919432,14.184513307323096,0.009543798,0.020451512,0.023017345,0.019984197,0.010769072,0.00996728,0.013196386,0.02033998,0.06882973,0.12422979,0.015168607,0.026952099,0.03679294,0.020352526,0.009613866,0.057370085,0.017733391,0.016742652,0.020735892,0.013599873,0.009389441,0.011451811,0.0155260232240246,3800.0,0.004941494242877,0.2931741842434124,0.3738650497294329,ibo,False,True,True,False,True,False,False,0.014712903,0.033765096,0.009885372,0.011385417,0.016132945,0.008036754,0.013020216,0.0143982,0.03595875,0.029988643,0.012846887,0.017139554,,,0.20649703,
7.373143951132642,12.84908318902848,21.28474023996778,,,,,,,0.018933443,0.012883994,0.044210266,0.09954558,0.014216155,0.026160518,0.04819692,0.010416055,0.016478224,0.13249637,0.013939746,0.028001454,0.026148906,0.012783733,0.016156912,0.023663525,0.0130489824089671,3900.0,0.0196395863583526,0.471033082250247,0.3687629523292277,ibo,False,True,False,False,False,True,False,0.03534106,0.050202787,0.012291541,0.016037244,0.044062935,0.013832772,0.017498514,0.018006284,0.047377363,0.0144220535,0.016522145,0.014841179,,0.15533231,,
8.970202351043037,5.76614692401768,17.101546492691604,0.091853395,0.16374572,0.1257774,0.19961634,0.12631294,0.094277665,,,,,,,,,,,,,,,,,0.0379554016716092,3500.0,0.0571751915493359,0.7994174025736895,0.8401879094656372,ibo,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.19841655,,
6.959084387669693,11.652933312608996,20.24482661034349,0.00934817,0.02986303,0.031479053,0.034893155,0.01847795,0.014109981,0.016400281,0.010419145,0.03937376,0.08663957,0.010427152,0.025144571,0.04343372,0.009353987,0.011649382,0.12114151,0.009464453,0.019815799,0.022970939,0.008438246,0.012044835,0.019328617,0.0290004853983135,3400.0,0.0268619535691068,0.6659044495118758,0.4250357474762842,ibo,False,True,True,False,False,True,False,0.024152387,0.0453195,0.009104457,0.012827422,0.041272257,0.010176255,0.014294933,0.01419836,0.044456773,0.011580108,0.014568409,0.014683008,,0.13914882,,
7.062708525913084,13.7372799619265,17.57048911755561,,,,,,,0.013898833,0.0150128305,0.059494175,0.13511488,0.013069874,0.02677792,0.041791275,0.019769808,0.01002367,0.058443505,0.01686941,0.019359281,0.021175649,0.013861072,0.009822141,0.011827751,0.0251160218483936,3200.0,0.0123300752540715,0.5471934239593764,0.8097045919042994,ibo,False,True,False,False,True,True,False,0.020782333,0.039789766,0.009927166,0.009137544,0.013443483,0.011427497,0.013930751,0.013036872,0.03915469,0.018664595,0.013847113,0.0224537,,0.057109945,0.23098245,
8.849608986648366,2.5043202113481144,15.709081313237936,0.05929314,0.12138505,0.09188229,0.16728449,0.098066375,0.05390336,,,,,,,,,,,,,,,,,0.0120941818423088,2600.0,0.0132792240931034,0.2528982479217487,0.7523352598869664,ibo,False,False,True,False,True,True,False,,,,,,,,,,,,,,0.1312398,0.2769455,
6.689288251588208,13.0332337642094,15.228037285665186,0.007791841,0.027894128,0.022584355,0.023039583,0.0085912235,0.0069898143,0.012288083,0.0108112125,0.055722117,0.12402675,0.011602606,0.026511813,0.03795933,0.018006692,0.0077578216,0.054638166,0.01492797,0.017507525,0.018125528,0.010917147,0.008401878,0.009713462,0.0201340703226565,3900.0,0.0156195805834635,0.3130236792308841,0.667081854842818,ibo,False,True,True,False,True,True,False,0.014723295,0.035850585,0.008429015,0.00864458,0.011969695,0.009464167,0.012126093,0.012182195,0.038332567,0.017340248,0.011822754,0.019873729,,0.05608443,0.20734754,
4.884997801637648,3.117397856287317,2.157106714634918,,,,,,,0.006895589,0.01389385,0.011757133,0.008251436,0.009880579,0.008606775,0.01160988,0.0057253325,0.007520318,0.02507762,0.011060652,0.024099935,0.0056665265,0.006291265,0.005514168,0.009014921,0.0235789974103329,3150.0,0.0165464004788244,0.2056852308433356,0.1204279654701985,ibo,False,True,False,False,False,False,True,0.043156806,0.0061024227,0.015253964,0.01462541,0.009953437,0.0112570245,0.009771898,0.008733827,0.0251125,0.0335786,0.010312909,0.012553273,,,,0.62872195
6.4855599034958304,8.382017899398857,4.187568630006441,0.037068002,0.0517867,0.04891562,0.06569217,0.045639634,0.037535876,,,,,,,,,,,,,,,,,0.01,2000.0,0.0031528990018304,0.0286331006777782,0.0894464323192089,ibo,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,0.71336204
4.869683489969753,3.615610516915152,2.173336986052152,0.0024578166,0.008944194,0.012870006,0.0067376764,0.0050023594,0.0034563034,0.006695158,0.013521331,0.011492761,0.0075863525,0.008602504,0.0065131234,0.010930638,0.0053170873,0.0067336587,0.023945605,0.010799014,0.022556573,0.005364103,0.0051823524,0.004925003,0.008460971,0.0308237478567558,3200.0,0.0129042780424319,0.1304106669119509,0.3557858431437857,ibo,False,True,True,False,False,False,True,0.04122936,0.0057316143,0.015933294,0.013646038,0.010373476,0.01096694,0.009195904,0.008104274,0.025237614,0.031957857,0.009946238,0.012927826,,,,0.60665494
8.103313799863724,7.043976454726507,7.631399261372428,0.18435523,0.04175908,0.042169165,0.04437536,0.038974643,0.028580938,0.02230499,0.029450487,0.04624184,0.09233935,0.014962664,0.030155277,0.05962082,0.014758374,0.017814465,0.15352663,0.017366817,0.035008546,0.03253104,0.01315981,0.016777769,0.023766711,0.0225080928446929,3350.0,0.0265634491018042,0.2406648661211897,0.2639904892363914,tat,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
4.38268790465912,1.7967519529196363,5.795375521537272,0.0030946683,0.007442422,0.0055703437,0.0038079657,0.008175092,0.006390892,0.0071705366,0.015358046,0.011740298,0.00629524,0.007362382,0.005939313,0.010010769,0.004079511,0.0035914488,0.008767143,0.008531972,0.017564584,0.0030688331,0.00760824,0.0036105327,0.0035161364,0.0458684510847482,3100.0,0.0191126739992086,0.1490313856529048,0.2469627801413264,tat,False,True,True,True,True,True,True,0.03769642,0.0036742296,0.0102914665,0.003992163,0.004890183,0.0079634935,0.004920093,0.0038362711,0.016546505,0.010838924,0.005253243,0.007928881,0.01714151,0.003301374,0.059412383,0.6436165
8.603875999984966,8.056585075091478,11.306734962188823,,,,,,,0.024347385,0.02100816,0.03405257,0.093229026,0.01353917,0.03563614,0.07253936,0.017546106,0.016200585,0.21239574,0.012633882,0.031434476,0.029341957,0.013151827,0.013739611,0.020796385,0.0220790400580079,3400.0,0.0202602048835308,0.2534005928887442,0.4835030702833324,tat,False,True,False,False,False,False,False,0.034285754,0.058400743,0.015615175,0.01972996,0.04944907,0.014041804,0.022142056,0.017748263,0.036276292,0.015336747,0.031842124,0.023539646,,,,
14.339721719890347,15.71369342140107,16.212589063167577,0.22172675,0.1358009,0.14745684,0.16948771,0.16319874,0.1623291,,,,,,,,,,,,,,,,,0.0451728529731116,3150.0,0.0302348356902255,1.2948194773064476,1.5270847345062588,tat,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.666321519524606,8.166640642586303,10.97912907143672,0.10279751,0.028104037,0.03575411,0.030131996,0.023132347,0.02025109,0.015064356,0.013810797,0.026056653,0.07212884,0.008132777,0.025905043,0.054896154,0.00920617,0.011420725,0.17747782,0.008468507,0.02377447,0.02521663,0.0075371726,0.009435714,0.01442416,0.0260005535160093,3400.0,0.0143164544674515,0.2708625114856686,0.6304651722785567,tat,False,True,True,False,False,False,False,0.021360565,0.047904875,0.008860904,0.013277036,0.038055938,0.008645807,0.015251298,0.0123461345,0.027380455,0.011503602,0.023151617,0.02913472,,,,
8.277580434881568,7.121998641612303,11.703508461555456,,,,,,,0.019218141,0.021460215,0.03454399,0.074187025,0.009267506,0.041987367,0.06411664,0.018337611,0.014172395,0.2000043,0.014734104,0.036565006,0.029042566,0.017323563,0.009927601,0.014904307,0.02649519738005,3400.0,0.0221661367877224,0.1980696459744618,0.3042018749420024,tat,False,True,False,True,False,False,False,0.03334873,0.05226484,0.009921942,0.011687374,0.03297529,0.011396119,0.018945912,0.015740547,0.02971718,0.023442522,0.018337267,0.045919966,0.07650999,,,
14.04337828679282,15.79698377023853,16.35472857059039,0.25541776,0.12221793,0.124476574,0.14467904,0.11428273,0.09812888,,,,,,,,,,,,,,,,,0.01,2000.0,0.0139691429199627,0.2529464550675011,0.0990871944421026,tat,False,False,True,True,False,False,False,,,,,,,,,,,,,0.14079702,,,
7.570504183569279,7.975107542185876,11.26349222611585,0.067781545,0.021709232,0.033542015,0.024568187,0.020572897,0.018233854,0.015038389,0.016884124,0.031737916,0.06334714,0.0057977024,0.034936357,0.048522763,0.011304845,0.011414278,0.16971283,0.010287297,0.032531407,0.024202053,0.010148035,0.006942055,0.011724278,0.0283591013969235,3500.0,0.0106716824401168,0.2742403801013857,0.4558939987355458,tat,False,True,True,True,False,False,False,0.026171356,0.047885153,0.008004482,0.00815266,0.028161492,0.008326648,0.014471829,0.0112728225,0.02342254,0.017229613,0.014622939,0.03903194,0.06230737,,,
7.417735763992707,5.481180830962858,11.889851747883872,,,,,,,0.014704257,0.02354767,0.054587357,0.101124,0.017527465,0.033397365,0.04377219,0.019540507,0.0120849665,0.10017328,0.018846788,0.017400352,0.026291445,0.016165877,0.012205559,0.013792058,0.0239750135126569,3550.0,0.0333209284137635,0.2070521144942069,0.2845575106725354,tat,False,True,False,False,True,False,False,0.01911336,0.046726167,0.011383055,0.012786103,0.020374816,0.0103827845,0.014600347,0.016435212,0.038134567,0.034069706,0.01666053,0.022631947,,,0.2115403,
11.05392489882426,10.4973907010923,12.405668128912495,0.13045806,0.1392944,0.10651912,0.15012267,0.11375654,0.0931719,,,,,,,,,,,,,,,,,0.0100180572426964,2000.0,0.0156496482103041,0.1203972617589705,0.2068237476317253,tat,False,False,True,False,True,False,False,,,,,,,,,,,,,,,0.26667738,
7.111641611181352,5.564176862233185,11.540654933563657,0.01124797,0.021239607,0.026702574,0.018801998,0.010464402,0.009513115,0.013305153,0.023531772,0.047779836,0.09085776,0.01638562,0.035472766,0.040707536,0.017854407,0.009233111,0.08804722,0.017470721,0.017781766,0.025230223,0.013530168,0.009561462,0.011284297,0.0315495106686351,3800.0,0.0229547341578736,0.1144736617909382,0.3815244868477264,tat,False,True,True,False,True,False,False,0.012997499,0.043416332,0.009743984,0.010049765,0.017023994,0.00930942,0.012462198,0.01418415,0.03624905,0.030602714,0.01605061,0.016651567,,,0.19525523,
7.493940676711807,8.779779563900686,11.798855276123833,,,,,,,0.02160499,0.013531799,0.024789622,0.07891497,0.014778018,0.027461741,0.050853234,0.010739141,0.013943317,0.14950986,0.015562517,0.026125034,0.029282827,0.011946014,0.012534985,0.023673141,0.0207149839580743,3450.0,0.0260806359475909,0.1813499628854434,0.5014524617407558,tat,False,True,False,False,False,True,False,0.044453777,0.055733986,0.0128337145,0.01664646,0.047200553,0.013399879,0.01633543,0.018110082,0.04609255,0.014223417,0.0187826,0.01565187,,0.15528445,,
9.137906891238142,9.08151605510527,11.828807485141828,0.08384263,0.16847247,0.12879531,0.20465878,0.1135962,0.08910475,,,,,,,,,,,,,,,,,0.0190029845924696,2550.0,0.0148037098734341,0.3506011478315977,0.2455179722668504,tat,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.21152985,,
7.063267804351918,7.902744728792991,11.284558184830477,0.008958626,0.027198602,0.03715815,0.029284034,0.018078843,0.019213641,0.01574268,0.01079258,0.019809013,0.074109785,0.012864301,0.025163602,0.040548924,0.0072828466,0.010453253,0.13559225,0.010805322,0.02072586,0.024189487,0.008502501,0.011797219,0.018366752,0.0180632266602682,3550.0,0.0289282037880524,0.1742546897663062,0.1762864077283312,tat,False,True,True,False,False,True,False,0.031617377,0.04631269,0.009001752,0.013746098,0.042883612,0.011201875,0.014142828,0.015028675,0.042155128,0.012131322,0.014731427,0.014630323,,0.14577863,,
7.202342289888627,6.689261591373139,12.127369519497886,,,,,,,0.015220958,0.014826411,0.038560152,0.0972038,0.015934654,0.029920999,0.042535864,0.015823811,0.010133604,0.094742574,0.01790617,0.017421275,0.02237682,0.014261824,0.009902166,0.011784015,0.0306689064898343,3350.0,0.0086877959161472,0.1866396153466284,0.5033228418981606,tat,False,True,False,False,True,True,False,0.018077828,0.041765165,0.009676315,0.009507437,0.014025228,0.012247408,0.015463671,0.014294398,0.040434424,0.018959347,0.01490646,0.019449394,,0.059164144,0.24347368,
8.906531036441095,8.785807811901567,14.3592805562513,0.056105763,0.11607356,0.09818074,0.16013235,0.09535049,0.049200803,,,,,,,,,,,,,,,,,0.0123784088361976,2300.0,0.0107900236785971,0.3401492044410878,0.253603727759526,tat,False,False,True,False,True,True,False,,,,,,,,,,,,,,0.13188668,0.29306963,
6.8222449050552,6.390677306716087,11.89897404284193,0.0077492287,0.025236618,0.025700111,0.023390984,0.00981901,0.0144019555,0.012366703,0.014227636,0.035412893,0.08643493,0.013431236,0.027970124,0.03771236,0.01345138,0.007397483,0.091214195,0.01603147,0.015785888,0.020699913,0.01084921,0.008722307,0.0099051315,0.0270593680303445,3150.0,0.0234208949436137,0.1763027687938395,0.2634106857519195,tat,False,True,True,False,True,True,False,0.013259361,0.041769095,0.007897116,0.008214549,0.011872393,0.008823912,0.0128553705,0.0118679805,0.038397223,0.01788159,0.013046163,0.0150198545,,0.058867227,0.21231739,
4.872903617081727,1.9437205991352384,4.06779523237631,,,,,,,0.00692843,0.013107179,0.013247961,0.0076623186,0.011485046,0.009163404,0.012527952,0.005319671,0.006708551,0.027021125,0.011008376,0.022652356,0.005710862,0.006633868,0.0059285704,0.009768409,0.0293195864400442,2650.0,0.0124092553277932,0.2179502760628644,0.1072479968562575,tat,False,True,False,False,False,False,True,0.042958107,0.0062841373,0.014388485,0.015914703,0.011180254,0.012974056,0.010837799,0.009240292,0.02653886,0.034739394,0.011741866,0.013616109,,,,0.6147119
6.573167974728451,2.0603958643215767,4.796412371259995,0.03753338,0.050162565,0.04925614,0.06624655,0.047107827,0.037696086,,,,,,,,,,,,,,,,,0.010016011109868,2000.0,0.0041498585968736,0.1461023717713293,0.0882475866840063,tat,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,0.7119974
4.866350349368899,1.8834545298037857,4.093358017854712,0.003204964,0.009366004,0.010622897,0.0076888716,0.005067504,0.003898634,0.0067598457,0.01320218,0.012419248,0.0065807,0.010012217,0.007509402,0.010195898,0.0055437274,0.0055053127,0.02427785,0.010310909,0.021446772,0.005051319,0.0054257,0.0052477894,0.00869258,0.0195599565695956,3850.0,0.012181511712577,0.2164118052022165,0.1023432265129771,tat,False,True,True,False,False,False,True,0.041470192,0.0054890467,0.014989902,0.013721855,0.010284953,0.012092618,0.009256894,0.008315212,0.025271654,0.031507976,0.011025054,0.012622614,,,,0.6059216
8.215791819245123,10.837153103969843,8.349113518319019,0.19657084,0.03751273,0.042559363,0.041285522,0.033838473,0.028735641,0.022875052,0.030500207,0.056360744,0.09978413,0.014181798,0.029832099,0.05977738,0.016055593,0.01650273,0.13448754,0.0146597205,0.03978571,0.03327827,0.013190107,0.015336881,0.02288945,0.0255235698265595,3400.0,0.0276580879521634,0.2037651659323781,0.2037397669636094,hye,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,
4.477411071572826,2.91066606207161,3.29528409801886,0.002399386,0.006559083,0.005364678,0.0037031218,0.013415158,0.004666657,0.0070219263,0.016642604,0.014031136,0.0059315064,0.006092384,0.0057393136,0.008955551,0.002812876,0.004187119,0.009528126,0.0072004795,0.018242845,0.002939956,0.0069458717,0.003974592,0.0038389978,0.0421037490358069,3650.0,0.0170052155339286,0.1856805703798751,0.1050258297379087,hye,False,True,True,True,True,True,True,0.037182547,0.003573209,0.0111967325,0.003945532,0.0049853264,0.007659111,0.0049596643,0.003383201,0.015571398,0.01050099,0.0045744083,0.016595166,0.016104154,0.0031640069,0.055585843,0.64082533
8.588813821003091,10.71887714197382,9.091014326841847,,,,,,,0.022438917,0.02234533,0.04611278,0.108533286,0.015770238,0.035202093,0.066299796,0.018533766,0.015410855,0.19280379,0.013107871,0.038899522,0.027957091,0.012760721,0.014947219,0.021263884,0.0158039531548142,3700.0,0.0102164780062171,0.2139828740559774,0.1165327604530177,hye,False,True,False,False,False,False,False,0.03565975,0.056095272,0.016629811,0.018064195,0.045690913,0.012424081,0.02131934,0.019013165,0.034356285,0.01526849,0.027609378,0.025482187,,,,
14.39238550035208,12.238837433278226,10.195314194709017,0.24364853,0.13271832,0.1487672,0.16488662,0.14796433,0.16201496,,,,,,,,,,,,,,,,,0.0373121692462421,2800.0,0.0401650330282635,0.8369095208349628,2.3555828833788626,hye,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,
7.698693670129238,10.047615841901564,8.023498279067262,0.10385324,0.02583409,0.031287484,0.029351015,0.023342326,0.012037954,0.013723068,0.017405635,0.03796415,0.08288863,0.009108977,0.026455227,0.053209998,0.009827836,0.011292339,0.15866582,0.00868061,0.024705827,0.028614402,0.0066885613,0.009891804,0.014512015,0.0227938010207039,3650.0,0.0162785840009796,0.5736735487918148,0.3146709319844565,hye,False,True,True,False,False,False,False,0.020261059,0.046593674,0.008202651,0.0123695675,0.038358778,0.00868132,0.01622594,0.014195512,0.029755449,0.011182079,0.018796196,0.036036745,,,,
8.242389506816973,10.3024218603671,8.503622461391892,,,,,,,0.019316103,0.02014884,0.047535457,0.08787356,0.009622353,0.040159512,0.059392523,0.019318094,0.01372995,0.17792511,0.0145751815,0.040725507,0.02753019,0.01631804,0.009932248,0.01574059,0.019178209782542,4000.0,0.0234571493685515,0.2680846114770033,0.1884909235824837,hye,False,True,False,True,False,False,False,0.046106044,0.04817053,0.00990482,0.010245076,0.030231487,0.009432589,0.020845061,0.01543209,0.029355794,0.024018023,0.016930748,0.0478294,0.07165504,,,
14.112634325342457,11.825429502778832,8.548978700490448,0.27030173,0.119247474,0.12448166,0.14237355,0.11115314,0.09592153,,,,,,,,,,,,,,,,,0.01,2000.0,0.0186442659160604,0.1779290310050282,0.1369846995652757,hye,False,False,True,True,False,False,False,,,,,,,,,,,,,0.1365209,,,
7.607902244128721,9.552750442571725,7.6526423560238115,0.07246046,0.020257253,0.028308183,0.023466865,0.019603206,0.011089797,0.014576567,0.01597306,0.04148474,0.0770881,0.007371329,0.034321472,0.045074314,0.0132085355,0.011589696,0.1562319,0.011446057,0.030246537,0.024347786,0.010507171,0.0077777407,0.011964539,0.0178225769919523,3750.0,0.0188941463490873,0.2460396241321814,0.2087179296582261,hye,False,True,True,True,False,False,False,0.034774415,0.038936004,0.007831729,0.0075046136,0.027099628,0.0071256943,0.015887095,0.012521913,0.02145831,0.018925346,0.012776101,0.043751996,0.06301188,,,
7.510979158358888,6.872358479874649,6.34456676151351,,,,,,,0.016816635,0.021024799,0.076254345,0.14132567,0.016101325,0.032444146,0.042338185,0.025481855,0.011824435,0.05692652,0.01860099,0.021013504,0.024745345,0.0141211655,0.011131933,0.013047004,0.0287231881667359,3450.0,0.0211968319914761,0.3788429335029312,0.3291328722927479,hye,False,True,False,False,True,False,False,0.01814346,0.04016184,0.011052291,0.0127935335,0.019024674,0.01091233,0.015464952,0.016373098,0.0366217,0.033621382,0.01643646,0.019260893,,,0.20693552,
11.11451925003114,9.184228670973924,9.077879740581512,0.1323127,0.13948327,0.104887344,0.14980045,0.114450194,0.093234345,,,,,,,,,,,,,,,,,0.0100617759064586,2000.0,0.0118371134409956,0.063116966704349,0.1207059711215405,hye,False,False,True,False,True,False,False,,,,,,,,,,,,,,,0.26583165,
7.209279926095343,6.918627049208743,6.095891680467769,0.009568265,0.021766314,0.027530765,0.017631862,0.0109593365,0.011330188,0.015347031,0.019789789,0.073824346,0.1283698,0.015253936,0.031593453,0.037458163,0.02274784,0.008891277,0.049416758,0.016715337,0.018150173,0.021581728,0.011854336,0.00862501,0.009922214,0.0208642996586868,3950.0,0.0238393059277565,0.1959560229523957,0.1771416803760333,hye,False,True,True,False,True,False,False,0.012231441,0.036553983,0.009781653,0.011497749,0.016489422,0.008947592,0.013128762,0.014123815,0.035262816,0.030332783,0.013944605,0.017051509,,,0.19232593,
7.641218090544674,5.508943302625434,7.006937183034975,,,,,,,0.019422067,0.012129721,0.036388826,0.08988605,0.0133726355,0.025559673,0.053259403,0.012577081,0.012477587,0.14468384,0.0137499925,0.026139636,0.029850777,0.0126978755,0.012266291,0.02523416,0.0374845999196466,3650.0,0.0239691550053682,0.1894329399329991,0.330316823857073,hye,False,True,False,False,False,True,False,0.040484883,0.06214092,0.011751145,0.014940451,0.04465103,0.0140502695,0.014649212,0.018061507,0.047576994,0.0130831525,0.016817395,0.019714165,,0.14238325,,
9.078318140408808,8.448498699483725,5.279189592788688,0.10008848,0.16422965,0.13030294,0.19288537,0.13419364,0.08491121,,,,,,,,,,,,,,,,,0.0540974609419823,3050.0,0.0122359923090235,0.6790471718918086,0.2741642324805937,hye,False,False,True,False,False,True,False,,,,,,,,,,,,,,0.19338869,,
