cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,nllb_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
6.311977676801339,10.111562020504367,14.91106388067812,0.05944856,0.08810282,0.04917836,0.038223088,0.02483151,0.028768158,0.0270062,0.013506526,0.02318575,0.08480083,0.025281698,0.08574023,0.029901544,0.057307698,0.050032537,0.0135649275,0.0138061,0.016683405,0.023395473,0.012873819,0.01571421,0.048199207,0.005415829,0.007076794,0.0076678237,0.005888746,0.017018594,0.01688823,0.0059307897,0.008896539,0.019704537,0.0135298325,0.007939848,0.015528031,0.038961746,,,,0.037320956915378,4400.0,0.0578531178737786,0.2476651711383502,0.1760804199713256,ind,False,True,True,True,False,False,False
5.715594025139859,6.8900885575809765,12.11340517571642,0.0985731,0.05346734,0.037924875,0.029721688,0.02176601,0.040220182,0.053600848,0.032620817,0.015809773,0.052992534,0.05184158,0.090177335,0.03476615,0.050650436,0.030751502,0.00967074,0.007914154,0.009723599,0.012418439,0.016647499,0.010436723,0.051507186,0.0028679296,0.003539386,0.0067813112,0.006227401,0.009091682,0.01686159,0.007513461,0.007653983,0.01825513,0.0098117655,0.005809621,0.023510745,,,0.0688735,,0.0387288833897245,4050.0,0.0492495697697217,0.1199235749577129,0.2467963250380698,ind,False,True,True,False,True,False,False
5.560373549047123,4.959621515133182,10.56202996500626,0.0576758,0.053368352,0.045942277,0.06553792,0.019316012,0.018238153,0.048067294,0.025463039,0.032225437,0.05005727,0.061825942,0.09696552,0.03860203,0.041029453,0.029695028,0.011069579,0.012179333,0.018484067,0.013785655,0.01754105,0.008266743,0.047079794,0.003906601,0.0063169524,0.0068415543,0.0050289044,0.019171795,0.022004914,0.0036081604,0.0056496845,0.020720093,0.0059587937,0.0076878266,0.018914942,,0.061774027,,,0.0457666297349879,3850.0,0.0668426494727489,0.1958506493784003,0.673317098119226,ind,False,True,True,False,False,True,False
3.907468196317524,3.696099190852149,7.072040381307685,0.06506819,0.053944618,0.024327237,0.026345834,0.01471406,0.043930825,0.0038241781,0.0359727,0.0034404262,0.044072937,0.031751376,0.061026923,0.0411219,0.0864075,0.015975762,0.011080918,0.005749912,0.010056973,0.022304278,0.012670487,0.0030637765,0.028374711,0.0027815439,0.0036713588,0.0051220255,0.006919442,0.0055020386,0.062402647,0.0028978474,0.003782812,0.011861785,0.013236853,0.0056538144,0.003532252,,,,0.22741005,0.0308395939958451,4700.0,0.0508600108132243,0.0423266992871594,0.350318745714625,ind,False,True,True,False,False,False,True
3.399764983306248,4.227865432959591,2.136971079714091,0.1081474,0.0074707614,0.018048877,0.011297921,0.00975256,0.022336435,0.016499486,0.032683194,0.003183209,0.043137766,0.04555765,0.018627789,0.037071027,0.053251017,0.0034930944,0.009045121,0.0033954796,0.0042746775,0.04895658,0.013510476,0.0016486034,0.022023994,0.001788054,0.0017428007,0.005367897,0.0033850535,0.002446914,0.060034044,0.0016438827,0.0027152384,0.011188798,0.0062929494,0.0021662235,0.0054457984,0.0073730014,0.0066488707,0.031825684,0.31652167,0.0452700749894275,4050.0,0.0504882477364416,0.5505060163293024,0.585158808884152,kir,False,True,True,True,True,True,True
7.006824290028386,14.193040132726392,9.141517056697094,0.0632412,0.12996776,0.077598944,0.045679133,0.056779604,0.048250012,0.026723484,,,0.06383947,0.04144443,0.10079012,0.041257627,0.04530109,0.048343636,0.016503366,0.01579917,0.032380603,0.02720182,0.018460575,0.033355996,0.044736303,0.0074137533,0.014931919,,,,,,,,,,,,,,,0.0458213027790599,4100.0,0.0800552806418561,0.7856002381167988,0.6766751935110741,kir,True,False,False,False,False,False,False
7.133385533304856,15.063312073267136,6.225512879654415,0.073484644,,,,,,,0.041552864,0.03948552,0.0658602,0.05521636,0.11473745,0.04797906,0.06074954,0.06980394,0.017557807,0.019002257,0.035101667,0.036792878,0.028714154,0.04093773,0.05661751,0.0073095197,0.014378244,0.012953004,0.01684615,0.030710092,0.021424517,0.008738303,0.015667569,0.024374768,0.016141497,0.018270437,0.009592284,,,,,0.0414707673547258,3750.0,0.0452236218173052,0.2380991063318,0.5755301062436144,kir,False,True,False,False,False,False,False
14.39344245007156,15.737959151244649,7.598262473271321,,0.13133758,0.33813864,0.11768381,0.21368071,0.117338285,0.081820965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125796644061885,3200.0,0.0145888624958947,0.2716972703111057,0.3323093778972437,kir,False,False,True,False,False,False,False
6.400099361133504,13.357202367628664,8.523964141308443,0.06032315,0.10176369,0.05228593,0.030857597,0.041152913,0.030951595,0.012809801,0.018177077,0.026809761,0.060061596,0.028292155,0.093887426,0.04126314,0.04985892,0.047584403,0.011335049,0.014226931,0.022435047,0.020068116,0.011863783,0.027748073,0.045734823,0.0057261856,0.009560312,0.008203563,0.008957149,0.022931535,0.011966567,0.0065367045,0.012133281,0.020174641,0.012486846,0.013819678,0.018012552,,,,,0.0315726604788651,4500.0,0.0931050530830438,0.4820529425331045,0.6731088004496038,kir,False,True,True,False,False,False,False
6.27381938042457,13.85709900528389,6.573660270221714,0.061350573,0.0744557,0.046933904,0.035595533,0.029459506,0.026022602,0.0226394,0.017978296,0.024689225,0.06563209,0.03269305,0.09584294,0.028364595,0.061150927,0.045358215,0.01244718,0.013538646,0.018897522,0.02172553,0.015032092,0.018817108,0.055379987,0.0053375326,0.007717237,0.007933196,0.005285445,0.017323801,0.017411212,0.0057791336,0.008309289,0.018346865,0.015196653,0.009719685,0.015013084,0.042622283,,,,0.0369261407782214,4300.0,0.1038572232964573,0.4935385680923438,0.5218537421330973,kir,False,True,True,True,False,False,False
5.708255442074179,13.641332112352988,8.918144036286225,0.09863003,0.048618168,0.03473396,0.025790269,0.019711414,0.01911518,0.051710743,0.032259624,0.01634683,0.050989516,0.06584533,0.09281288,0.037841134,0.045872774,0.026820753,0.011546817,0.008976453,0.011790646,0.01978072,0.0150079755,0.010882668,0.051981818,0.0036061718,0.0045592133,0.009182399,0.007305926,0.008696085,0.02047279,0.009264216,0.0070486204,0.017433133,0.012648883,0.006489565,0.009383341,,,0.08684396,,0.0266731775413801,4800.0,0.0871174521569209,0.4800755107299244,0.4169643299039826,kir,False,True,True,False,True,False,False
5.4931546893163885,12.522180983195602,6.606778448547179,0.064817265,0.05121406,0.041068308,0.054316543,0.018523905,0.015513459,0.036709767,0.029702455,0.034473263,0.043853916,0.06275225,0.10128298,0.03273227,0.036104627,0.028443223,0.010293607,0.01262678,0.02077992,0.0168931,0.018228408,0.010480987,0.066517025,0.0037943819,0.0056478893,0.007541048,0.0053718816,0.01988301,0.014832648,0.0038035896,0.005917548,0.021271804,0.007891492,0.010533828,0.015163468,,0.07101929,,,0.041650323000303,4050.0,0.0738009131583638,0.4089426304895623,0.5306465212143682,kir,False,True,True,False,False,True,False
3.857450129860003,2.356594447484894,2.7180591811828707,0.07828325,0.051527075,0.025174085,0.0187335,0.01567119,0.019025445,0.0012967155,0.03483976,0.0049153813,0.04425005,0.03607937,0.06675543,0.03868293,0.070330635,0.0146419685,0.010808358,0.005648801,0.012742208,0.040234305,0.0112602515,0.0038610245,0.033486504,0.002618589,0.003790787,0.005537856,0.0067488984,0.005772683,0.048955616,0.0025922835,0.004882807,0.011048134,0.013614142,0.006176971,0.0036227778,,,,0.24639025,0.0305307220924424,4750.0,0.045972951184835,0.4007932958666813,0.3128435693871477,kir,False,True,True,False,False,False,True
3.434738194167634,4.226151262327448,18.28389082342954,0.093784645,0.028718542,0.028057843,0.012376128,0.0066433167,0.0028452843,0.0348917,0.017668616,0.0035890504,0.024463352,0.031575464,0.024971226,0.06926812,0.012855549,0.004137955,0.0106266625,0.0043278425,0.005059113,0.060594715,0.010963628,0.0017185404,0.011847053,0.0020213786,0.0022505638,0.0051973895,0.0032677972,0.0030470004,0.014735267,0.0016206319,0.0033936747,0.011208227,0.007627405,0.0022772944,0.0074278056,0.008498734,0.009046922,0.04288858,0.37450695,0.0299291118769745,4300.0,0.0390932067065951,0.0852809404052088,0.1809393997225553,rus,False,True,True,True,True,True,True
7.056223291232081,10.341221194462866,19.21627058904676,0.065857165,0.14272948,0.08258347,0.050210662,0.05205246,0.041403666,0.07782642,,,0.043158572,0.028003553,0.108908035,0.032556515,0.035002332,0.04557785,0.012279259,0.0155782355,0.03496095,0.029321793,0.01722093,0.029122328,0.032560408,0.008500574,0.014585346,,,,,,,,,,,,,,,0.0269852918080488,4600.0,0.0605876648546365,0.2864085278777045,0.1945074929048801,rus,True,False,False,False,False,False,False
7.31375797350844,10.127501722094689,17.337666318637524,0.08353393,,,,,,,0.015871186,0.041955017,0.040553167,0.032795154,0.1353348,0.045806937,0.051012732,0.075682305,0.020570714,0.022046372,0.046299767,0.04113378,0.036340132,0.044078305,0.047916196,0.008782798,0.014971676,0.017109783,0.01627165,0.041159615,0.019253891,0.011189997,0.015804004,0.02979063,0.014453801,0.01955637,0.010725303,,,,,0.0301354972839052,4300.0,0.1033093547431247,0.1625168051688214,0.2109253184376837,rus,False,True,False,False,False,False,False
14.156314171465407,15.26676767004762,24.11388547287134,,0.17527403,0.32586062,0.110533275,0.19213709,0.11216368,0.08403129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125796644061885,3200.0,0.012054113253367,0.2113818441163613,0.5758267517469541,rus,False,False,True,False,False,False,False
6.493957638735331,8.868230939098575,19.694643282938788,0.05980996,0.103775956,0.058733188,0.040810097,0.039157994,0.029799491,0.048708193,0.016207635,0.032185305,0.03582672,0.012034295,0.11042897,0.036254644,0.042137735,0.0548893,0.009843493,0.016077226,0.022862175,0.024362369,0.0132054,0.024541957,0.0295288,0.005747857,0.0094396705,0.008463406,0.00794361,0.029043138,0.008070029,0.0067723035,0.009502211,0.019854786,0.009770463,0.011830426,0.012381227,,,,,0.0457878990111547,4300.0,0.0555508191934783,0.2556702396217171,0.590383112968251,rus,False,True,True,False,False,False,False
6.431671213463592,7.655628122124381,17.926436697453447,0.060733568,0.084847696,0.05172777,0.03512083,0.024172127,0.025200954,0.048737653,0.009684992,0.023571324,0.038631838,0.017211828,0.11056467,0.027445186,0.046194978,0.045857456,0.011193404,0.016252507,0.02416224,0.03413431,0.014431941,0.01842903,0.044515897,0.005473145,0.007369759,0.0074714287,0.0054262117,0.024366122,0.013288962,0.0066208155,0.00846079,0.01757449,0.013323957,0.007769591,0.022292955,0.047739588,,,,0.0299291118769745,4300.0,0.0597627374985828,0.3621814865869881,0.3489658465986989,rus,False,True,True,True,False,False,False
5.8268852062806165,6.754830231862892,17.95486382313795,0.090577275,0.061154127,0.035463125,0.025284078,0.021916725,0.010018188,0.05799625,0.016627673,0.017859299,0.039747614,0.055058263,0.107556164,0.027793055,0.03286972,0.030062443,0.0150901275,0.0076528923,0.014896828,0.036376163,0.013442935,0.012813993,0.0561013,0.0037638359,0.0048480304,0.0081695225,0.006965153,0.010617485,0.014050461,0.009865728,0.007881002,0.017876761,0.011511617,0.006675261,0.0161348,,,0.09528214,,0.0279653941327444,4750.0,0.1087344208726874,0.4739410627552802,0.4086227026714426,rus,False,True,True,False,True,False,False
5.593013142827724,8.776729308979064,19.7315872216016,0.06393826,0.069106385,0.06472034,0.048004277,0.01956716,0.008776478,0.04405235,0.022446,0.036808692,0.022920901,0.032529492,0.115524545,0.026340604,0.035176262,0.030010337,0.0126641095,0.012253282,0.026169533,0.0266594,0.0146962255,0.012059868,0.05933538,0.0040433435,0.007553977,0.007047807,0.005285298,0.023545677,0.013462419,0.0042164875,0.0060631796,0.022057142,0.006601787,0.008351841,0.012815761,,0.07519542,,,0.0355337706495583,4800.0,0.0971538077890942,0.490798355259045,0.3146281640707321,rus,False,True,True,False,False,True,False
3.923547158206715,4.485064591018139,18.588041017083885,0.06935011,0.08612969,0.042612035,0.021811565,0.009660078,0.0044460073,0.04140589,0.034253962,0.004381097,0.026507175,0.02645563,0.07234796,0.04381638,0.026899476,0.010622459,0.008640095,0.004107948,0.018110642,0.067351535,0.008158525,0.0056166467,0.015046753,0.0024420982,0.004404445,0.0049387757,0.0064680325,0.0069539747,0.016739862,0.002902426,0.0044205636,0.01235621,0.01402686,0.005570135,0.003037939,,,,0.268007,0.0301247761582334,4650.0,0.0571685828550889,0.6227060792819517,0.2166653168550488,rus,False,True,True,False,False,False,True
3.388699599391026,2.0472384826180194,2.446378353416798,0.098030254,0.013462862,0.016390866,0.015581392,0.009819442,0.019632107,0.029450838,0.038082875,0.0031488717,0.04321111,0.03747466,0.019534487,0.035171505,0.04559084,0.00341248,0.009127779,0.0039428985,0.0033368482,0.048289567,0.011882746,0.0016916428,0.023465239,0.0019308683,0.0023590946,0.006509683,0.0031389422,0.0022202155,0.056641985,0.0015666203,0.0030903188,0.0099116005,0.0066491873,0.0022390718,0.0063701672,0.008050561,0.00766517,0.035492085,0.31643304,0.0307248841370179,3850.0,0.0343278054042067,0.6207637614475147,0.4147099237681141,yor,False,True,True,True,True,True,True
6.832459925489341,14.306926182225826,19.175964719833107,0.060772203,0.13158278,0.074788556,0.05420076,0.05468402,0.043465883,0.025328258,,,0.066410765,0.04452323,0.10080309,0.041517433,0.043743487,0.04658429,0.01567784,0.01448351,0.032789398,0.027506178,0.01806788,0.032441877,0.04778201,0.0076680654,0.015178445,,,,,,,,,,,,,,,0.034930402065351,3950.0,0.0941603547338303,1.0950350046779778,0.863836878150099,yor,True,False,False,False,False,False,False
7.116730956701739,13.231240094847864,19.35206591558782,0.07229541,,,,,,,0.039692856,0.039182577,0.06345131,0.057214748,0.117130384,0.0469402,0.06598967,0.067546256,0.019756138,0.017484942,0.03210976,0.03268949,0.031767957,0.042326476,0.058036357,0.007590427,0.0137356175,0.015319204,0.017412733,0.030284971,0.020233264,0.009563452,0.014701895,0.024655681,0.01644451,0.018082947,0.00836076,,,,,0.0398058256342023,3900.0,0.0393321990784092,0.5333539440545856,1.5324914785651935,yor,False,True,False,False,False,False,False
14.385607092121711,18.233801824566196,12.716237492445297,,0.13548152,0.3239189,0.11858741,0.21347697,0.12182282,0.086712316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020320746141158,3500.0,0.0391816239412492,0.294063659564227,0.4589914552651485,yor,False,False,True,False,False,False,False
6.356949596955144,12.982437306948515,13.846860421184772,0.05831523,0.106461786,0.05226152,0.03244815,0.044569965,0.026570052,0.016095981,0.02184524,0.027851915,0.06296333,0.021087578,0.098285064,0.04242632,0.04973557,0.050932698,0.012111765,0.013029801,0.020055166,0.01940303,0.012266711,0.02558359,0.041161794,0.004932937,0.009387659,0.008612093,0.009166274,0.023126166,0.011477995,0.0068397773,0.011171953,0.019438643,0.011599564,0.012227622,0.016557086,,,,,0.0389937696973842,4200.0,0.0481347191689373,0.398274359379328,1.4404943562548795,yor,False,True,True,False,False,False,False
6.254501928186787,14.273884721291784,13.809216604931157,0.060575925,0.07442732,0.046418212,0.036994226,0.028887829,0.025004443,0.023803446,0.018700285,0.023571104,0.06563452,0.03322668,0.098115586,0.02971363,0.059349746,0.04341968,0.011303788,0.013397733,0.01874274,0.02211755,0.01377408,0.019195199,0.054417603,0.00579659,0.007830247,0.008181056,0.0053461785,0.017043073,0.018120239,0.0059456374,0.007860627,0.01737363,0.01549566,0.009572638,0.017490571,0.04315252,,,,0.0342147279330759,4350.0,0.0306952953237321,0.7896498593923181,1.4348951937669463,yor,False,True,True,True,False,False,False
5.6981000099261605,13.567856261150236,7.008142322654409,0.10478821,0.045979396,0.03964433,0.025094714,0.020422952,0.01884,0.04724005,0.033388205,0.016965147,0.047601383,0.062434725,0.09493451,0.038253915,0.04331703,0.029189264,0.011455785,0.00845699,0.012271133,0.018738022,0.019918062,0.012558982,0.053609956,0.003348472,0.0044131,0.008779755,0.007092014,0.008822007,0.018135566,0.008759143,0.0072917016,0.019126082,0.011821735,0.006260219,0.011145577,,,0.07990192,,0.0409786320484084,4200.0,0.0284382394485235,0.5550187784511647,0.6954464914168392,yor,False,True,True,False,True,False,False
5.44514479344834,11.827100588271984,13.922934950677591,0.06224854,0.040669005,0.045182504,0.054978628,0.021349432,0.015148078,0.04414096,0.026879996,0.033111565,0.03899175,0.0672816,0.1007996,0.03405117,0.0418793,0.028690677,0.010510674,0.0130644115,0.019942015,0.019096276,0.017419765,0.0108999,0.061912067,0.0038638003,0.0056673284,0.008834941,0.005693095,0.020398019,0.015216363,0.0038564194,0.0064308504,0.019923322,0.0072964476,0.010043694,0.012692082,,0.07183566,,,0.0377871887785334,4350.0,0.0594905457126501,0.6175918005118882,1.136970202448766,yor,False,True,True,False,False,True,False
3.861411253084468,1.7017649390934655,3.217863638023557,0.07530515,0.04998889,0.025569206,0.020078966,0.016188469,0.019064005,0.0012981809,0.03895039,0.004068828,0.04359311,0.03747376,0.06536344,0.038411763,0.07020743,0.013797631,0.010207059,0.005183338,0.012621917,0.045297228,0.01308306,0.0040928447,0.03154956,0.0026721756,0.0040909112,0.0066808453,0.0069997795,0.006668219,0.047086768,0.002801487,0.004399106,0.012061467,0.013787404,0.005558189,0.003957027,,,,0.24184239,0.0309255382295989,4850.0,0.0436009906670977,0.2429830533643317,0.3750131471184581,yor,False,True,True,False,False,False,True
3.4239648006737324,3.198165104330932,2.998127629858252,0.10043619,0.008969041,0.017004352,0.015740963,0.00880032,0.021798547,0.03245998,0.02818479,0.0033541755,0.050585963,0.040817868,0.020572206,0.037703514,0.04921018,0.0036607166,0.007891793,0.0039213523,0.0031609167,0.047165804,0.010689756,0.0015330333,0.023655718,0.0016865339,0.0019530229,0.005497994,0.0031366807,0.002488256,0.05583161,0.0014568956,0.0029614188,0.009367388,0.0062275967,0.0021496327,0.005724331,0.00735416,0.008800092,0.034188993,0.3138582,0.0295063419758177,4850.0,0.0555728438013474,0.1880436918586029,0.1536542818835473,mri,False,True,True,True,True,True,True
6.869244052995062,17.267349455537094,13.374654692783428,0.060442317,0.12871234,0.06562582,0.055505097,0.06482477,0.045289338,0.022323932,,,0.05927515,0.04313873,0.10298182,0.039339453,0.047212925,0.04967601,0.018582352,0.014156336,0.034098238,0.027729724,0.019266028,0.033842087,0.0462437,0.006962138,0.014771688,,,,,,,,,,,,,,,0.0402859862887484,4150.0,0.0761640533141728,0.1926032707793734,1.5761063257063532,mri,True,False,False,False,False,False,False
