cv_rmse,test_source_dik_rmse,test_target_dik_rmse,test_source_ewe_rmse,test_target_ewe_rmse,test_source_fao_rmse,test_target_fao_rmse,test_source_hne_rmse,test_target_hne_rmse,test_source_kin_rmse,test_target_kin_rmse,test_source_kir_rmse,test_target_kir_rmse,test_source_lmo_rmse,test_target_lmo_rmse,test_source_mri_rmse,test_target_mri_rmse,test_source_sna_rmse,test_target_sna_rmse,test_source_tat_rmse,test_target_tat_rmse,test_source_tuk_rmse,test_target_tuk_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dataset_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,learning_rate,num_leaves,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_dik_rmse_se,test_target_dik_rmse_se,test_source_ewe_rmse_se,test_target_ewe_rmse_se,test_source_fao_rmse_se,test_target_fao_rmse_se,test_source_hne_rmse_se,test_target_hne_rmse_se,test_source_kin_rmse_se,test_target_kin_rmse_se,test_source_kir_rmse_se,test_target_kir_rmse_se,test_source_lmo_rmse_se,test_target_lmo_rmse_se,test_source_mri_rmse_se,test_target_mri_rmse_se,test_source_sna_rmse_se,test_target_sna_rmse_se,test_source_tat_rmse_se,test_target_tat_rmse_se,test_source_tuk_rmse_se,test_target_tuk_rmse_se,train_is_seen,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,dev_size_importance,test_size_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,test_source_sin_rmse,test_target_sin_rmse,test_source_amh_rmse,test_target_amh_rmse,test_source_tgl_rmse,test_target_tgl_rmse,test_source_arz_rmse,test_target_arz_rmse,test_source_kaz_rmse,test_target_kaz_rmse,test_source_zul_rmse,test_target_zul_rmse,test_source_mar_rmse,test_target_mar_rmse,test_source_hye_rmse,test_target_hye_rmse,test_source_xho_rmse,test_target_xho_rmse,test_source_kan_rmse,test_target_kan_rmse,test_source_mya_rmse,test_target_mya_rmse,test_source_jav_rmse,test_target_jav_rmse,test_source_tam_rmse,test_target_tam_rmse,test_source_afr_rmse,test_target_afr_rmse,test_source_ind_rmse,test_target_ind_rmse,test_source_som_rmse,test_target_som_rmse,test_source_yor_rmse,test_target_yor_rmse,test_source_wol_rmse,test_target_wol_rmse,test_source_bel_rmse,test_target_bel_rmse,test_source_cym_rmse,test_target_cym_rmse,test_source_ssw_rmse,test_target_ssw_rmse,test_source_guj_rmse,test_target_guj_rmse,test_source_khm_rmse,test_target_khm_rmse,test_source_bak_rmse,test_target_bak_rmse,test_source_plt_rmse,test_target_plt_rmse,test_source_kat_rmse,test_target_kat_rmse,test_source_hau_rmse,test_target_hau_rmse,test_source_pan_rmse,test_target_pan_rmse,test_source_ceb_rmse,test_target_ceb_rmse,test_source_oci_rmse,test_target_oci_rmse,test_source_snd_rmse,test_target_snd_rmse,test_source_ltz_rmse,test_target_ltz_rmse,test_source_ibo_rmse,test_target_ibo_rmse,test_source_sin_rmse_se,test_target_sin_rmse_se,test_source_amh_rmse_se,test_target_amh_rmse_se,test_source_tgl_rmse_se,test_target_tgl_rmse_se,test_source_arz_rmse_se,test_target_arz_rmse_se,test_source_kaz_rmse_se,test_target_kaz_rmse_se,test_source_zul_rmse_se,test_target_zul_rmse_se,test_source_mar_rmse_se,test_target_mar_rmse_se,test_source_hye_rmse_se,test_target_hye_rmse_se,test_source_xho_rmse_se,test_target_xho_rmse_se,test_source_kan_rmse_se,test_target_kan_rmse_se,test_source_mya_rmse_se,test_target_mya_rmse_se,test_source_jav_rmse_se,test_target_jav_rmse_se,test_source_tam_rmse_se,test_target_tam_rmse_se,test_source_afr_rmse_se,test_target_afr_rmse_se,test_source_ind_rmse_se,test_target_ind_rmse_se,test_source_som_rmse_se,test_target_som_rmse_se,test_source_yor_rmse_se,test_target_yor_rmse_se,test_source_wol_rmse_se,test_target_wol_rmse_se,test_source_bel_rmse_se,test_target_bel_rmse_se,test_source_cym_rmse_se,test_target_cym_rmse_se,test_source_ssw_rmse_se,test_target_ssw_rmse_se,test_source_guj_rmse_se,test_target_guj_rmse_se,test_source_khm_rmse_se,test_target_khm_rmse_se,test_source_bak_rmse_se,test_target_bak_rmse_se,test_source_plt_rmse_se,test_target_plt_rmse_se,test_source_kat_rmse_se,test_target_kat_rmse_se,test_source_hau_rmse_se,test_target_hau_rmse_se,test_source_pan_rmse_se,test_target_pan_rmse_se,test_source_ceb_rmse_se,test_target_ceb_rmse_se,test_source_oci_rmse_se,test_target_oci_rmse_se,test_source_snd_rmse_se,test_target_snd_rmse_se,test_source_ltz_rmse_se,test_target_ltz_rmse_se,test_source_ibo_rmse_se,test_target_ibo_rmse_se
4.401491571964809,4.786378403925742,1.3018414412376513,6.830522792366926,6.807904636966372,5.733025646844828,2.8493482560658725,13.067119180200615,1.8156066718432005,5.607796929975923,2.813055045284319,3.2364323279957894,11.521940765084663,5.435035490158448,1.978797759374428,2.6556916575774725,2.0683930300293154,1.7528617031433917,3.435692795383811,2.8580326818980875,2.1747072545782733,9.977079387375165,5.3584922527544965,26.8,18.0,50.8,49.0,25.4,1.4,110.4,41.4,21.8,38.8,69.8,40.8,71.0,41.2,81.8,49.0,72.0,26.0,36.4,80.8,96.8,75.6,0.21999999999999997,41.6,5.630906927405672,3.8296163553274907,0.0876658575249045,0.281120782546074,0.6911347181430705,0.808283728790626,1.1781704010956797,1.0245216337843077,0.36921658758147236,0.45087146216626944,0.6013699838875339,0.4792699528553556,0.7176832240012185,0.745287049631722,1.0394191705684321,1.0420529550822126,0.687442747843753,0.5635174380464328,0.887572484859281,0.6482153891529616,0.14852403710391107,0.2847931336233408,0.4556728016988985,0.27425160957920086,0.1813170553092573,True,False,True,True,False,True,False,False,4.2,24.6,53.2,116.6,68.4,60.2,122.8,95.2,62.6,176.4,79.8,3.8,,,320.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9854861397334895,2.09419609788792,2.742500349147779,4.114603533626722,8.188423060744958,4.490729864224049,5.464893379604581,3.006501565564308,11.562739610414058,10.027939727603146,16.430919498544913,1.5159244129980327,7.5239307318414985,6.720803324827415,2.648434829296236,1.9787569898643458,3.650072145091248,7.136225916614964,4.599610671094329,3.9778010701744675,10.056911517458156,7.220451508329212,3.4014351222249166,,,,,,,87.2,27.6,15.6,16.6,80.0,36.4,77.0,33.0,57.2,50.0,54.4,18.6,28.4,44.0,68.8,65.2,0.13999999999999999,16.0,4.753084910155871,6.933624628678425,0.04649605775124582,0.08647268843685758,0.04248336580256602,0.15772340495352674,0.20326075105649152,0.5458194402878932,0.10762030636961412,1.164991088481552,0.19717778817811935,0.29620892803679344,1.337526245781914,0.6682553949990746,0.6442253452791707,0.8736418022592517,0.05544421975857095,0.7040769638640326,0.7749885019760165,0.05075142986192311,0.6641533237819686,0.06947540461353477,0.5961979487669651,0.22093640091207903,0.35349199843231444,True,False,True,False,False,False,True,False,2.8,26.0,57.8,103.8,35.4,33.0,83.2,56.0,53.8,95.6,51.8,2.6,,138.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.479448122075,5.683989558271571,8.90416212984651,7.568199415836832,4.477757974393588,8.933954274217092,8.265798370130812,10.126636232929462,6.376990215933005,4.989705956479649,21.7574669446523,6.934384146380099,5.151358266400721,4.391940064237428,5.862590662235581,10.70312624716598,15.353886722927196,15.538344323129982,12.924060938402112,4.729373350930285,13.18762338631338,11.258156233133265,6.069760928193478,105.0,186.0,289.0,185.0,82.0,7.0,,,,,,,,,,,,,,,,,0.03,16.0,8.259800891155605,9.848314230857152,0.047972031832981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,True,False,False,True,False,False,True,False,,,,,,,,,,,,,,646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.936794750655864,1.2058443403826444,3.0339266893850327,3.577847527850124,8.137067816721574,4.354581258795984,6.33912657308956,7.059120437581861,11.904878802466024,10.908233431163872,16.661923656896743,2.2563220106491544,6.635441359182235,5.083517632921835,2.818333671787341,3.0950706740809126,3.3393588562428205,5.876938998190629,4.122923318784286,4.807614318838754,9.303007417277836,8.564463105019009,4.282410514248636,14.2,10.0,29.8,17.2,20.6,2.6,77.2,25.8,10.0,19.8,46.8,28.0,71.6,24.0,58.8,41.6,49.2,22.2,30.8,41.2,78.2,69.2,0.21999999999999997,16.0,5.1626867032249795,6.9616726069165535,0.04711521514912657,0.6820103365275026,0.38254486569483576,0.16159399739079003,0.35072159027120536,0.736769721457661,1.1065764945172545,1.6009707553464678,1.0167975639337776,0.022017499686804984,1.0069613275286766,0.9605831758849143,0.42038413565376054,0.9000143493405984,0.5882665434910643,0.6624242556623392,0.12484914612342593,0.10288640060479011,0.6998133910988255,0.12854619416584503,0.8501460231729172,0.47027160061559087,0.8122680095287693,True,False,True,True,False,False,True,False,2.6,20.0,38.8,103.8,40.2,37.0,79.2,72.4,36.0,103.6,64.6,1.0,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.342856800484175,4.441544049820556,1.2967590030461473,6.618444296235168,8.278063482946433,4.693264718762764,2.904099657387293,15.186115677059542,4.0428947616554245,7.17502797187438,3.995166581805438,4.187504029016886,10.950447503129906,4.032041737518326,0.9668719945573538,1.7339761794347912,2.257198775128369,2.5618874221954857,4.3274681766468595,2.2352082225339407,2.7544650606852157,9.378678287794132,5.106437791155664,,,,,,,80.0,30.2,10.8,21.2,68.2,25.8,47.2,21.4,59.2,28.0,46.4,18.8,33.6,58.8,66.8,43.4,0.25999999999999995,16.0,5.658517508385997,4.261806617104009,0.08641753489813103,0.042631376265837774,0.024349439756719972,0.24860433540605414,0.8578112593405142,0.7580539112348331,0.09486725686320482,1.9918207696934962,0.3716605499826297,0.9461392378106044,0.4740261454697949,0.26092293502318675,0.6838038656109419,0.8971351679444689,0.28623566964598784,0.0475934287358565,0.021514372536122827,0.382869007473639,0.12066812653365133,0.31547230405821497,0.3942251646688331,0.05156292586791054,0.31239972442212716,True,False,True,False,False,True,True,False,6.2,21.2,36.8,81.6,41.0,32.8,74.6,56.2,48.4,99.2,54.8,2.8,,116.2,165.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.358607006549958,2.2989875400405198,2.287861537716125,1.5866436679767202,1.473543316857232,7.97923659273341,5.616524543127497,10.390700461182034,4.762108196610417,7.910099052734634,1.5470189767665345,2.625016896347018,11.34401979353603,4.800754432008233,1.8424149187714953,2.568204138007136,2.256861550045229,3.830104243663295,4.243114835307843,1.7357780542303523,3.129029369211789,10.534210292971693,6.175684608797678,61.4,75.6,261.4,175.4,61.6,15.6,,,,,,,,,,,,,,,,,0.03,25.6,5.114521397445004,4.061652876977079,0.036970295724337444,0.22548473602428598,0.028236017327808758,0.07834398525296456,0.02195927820424437,0.1430078152063796,0.013236925143920428,0.60614675759386,0.13733764286718503,0.08606929216908092,0.24780982910151544,0.6332563545377523,0.5229484685603617,0.027166648845575025,0.05163271477400499,0.2060681737009938,0.2237712665113466,0.31339587577049455,0.27482690033926965,0.18485524571727294,0.14052967373160713,0.1462175459958125,0.021160069068588073,True,False,False,True,False,True,True,False,,,,,,,,,,,,,,511.6,761.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.344020784394158,4.737702432715626,1.5819884821565176,6.46039156411918,7.283399932754517,4.535999807970943,3.6655163025159645,12.611049074815668,3.0267440807921533,5.376305975211828,3.2462271463155283,3.9372393812295114,12.037310764849128,4.786946020233766,1.585964865145506,1.9032644109817514,2.4200148308440155,2.5957454757510443,3.5772488341914093,2.8912067721529673,2.180321641077744,9.430257331199575,5.212703867589126,18.2,16.0,42.0,38.0,18.4,3.0,108.4,32.8,15.0,33.8,63.8,40.4,66.2,30.0,78.4,47.2,57.2,22.8,37.6,68.2,99.6,71.6,0.26,48.0,5.3878280223983515,4.165221886202874,0.09686712769481201,1.230350591223096,0.4084719273834838,0.8011123191700892,0.669108304099015,0.2940534768139763,0.5028701143215988,1.683505339094084,0.61991758727024,0.38154975927563706,0.7880636402046803,1.6491144212036648,1.0302973007721175,0.3842880160299932,0.23358839490485223,0.35863172509793073,0.3029059040732072,0.7458898899585367,0.47114496442466075,0.33087582584547365,0.12439595221608334,0.3765892374381624,0.39241003512298794,True,False,True,True,False,True,True,False,2.8,28.4,53.6,113.0,61.6,56.0,116.4,91.8,68.8,155.2,79.2,3.0,,153.4,266.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.901813771658569,2.1306342968327754,2.8008015440248126,2.9698723224497434,9.450660089514077,5.06108324149706,3.2856691340817457,5.212424654799731,13.2536152005097,6.973710580842008,17.272308072408464,1.3498120188056508,4.672556984755277,9.35338205684548,3.1045578906573845,1.4556803856651146,4.218496425864692,5.366205463105711,4.172079221385728,4.333939521206103,9.921974275676822,6.095814814471774,3.070473760711036,,,,,,,111.4,44.2,19.6,20.6,86.6,46.0,113.2,32.2,70.0,53.6,83.6,33.0,47.4,74.6,84.6,80.4,0.13999999999999999,28.8,4.572959941501923,6.838472054508158,0.05764409268429684,0.6148701133098328,0.5625712827960314,0.2917596723042935,0.26411278118115633,1.1746053709499042,0.7418153746131596,0.7609957421974863,1.1172345541403559,0.9586431490387025,0.6209153483864116,0.1816735409410815,0.5373909796283144,0.6677802842539421,0.34680120076189336,0.15439477433965493,0.8572491410784325,0.761383871982453,0.3875449149950868,0.1367956775045162,0.0728967148768018,0.34124203022872535,0.31467220256188944,True,False,True,False,False,False,False,True,6.2,29.6,71.0,129.8,57.4,44.6,103.0,72.8,60.2,147.0,67.8,2.2,,,,181.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.451127268048596,5.504448002404194,8.734705907516359,6.5676108629071965,4.607818939216375,4.2765333210476,3.334807307192041,5.443054998857169,6.218524184414605,7.47961532952243,22.14092819809843,7.339169318687707,5.602650566894572,6.369550622078221,6.688122870458753,10.335205429939718,15.733116219384891,14.568148487431708,12.392442265674722,4.470280587371674,13.186571615145272,10.147310396779313,6.341756184019528,57.0,171.0,317.0,195.0,91.0,22.0,,,,,,,,,,,,,,,,,0.03,16.0,7.500084305184267,9.543767659819595,0.027458864578046374,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,,,,,,,,,,,,,,,,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.839880282179846,2.1660374844898262,2.4016672803512367,2.1285148322738188,8.651608061639193,4.87488479131372,3.222712726820531,4.906915524875114,13.482314070981294,8.07510760571728,17.291375680496277,2.6711208283629224,3.254171717865719,8.748627052470557,3.34845667945678,2.8192264414432637,4.649702369991143,4.314485075523038,3.3256119925742618,4.892920991136929,10.328088354459096,5.91951293957745,2.7533780502391982,11.4,18.0,46.0,28.8,25.8,6.4,96.2,39.6,20.0,32.8,79.0,43.4,116.4,41.2,79.8,64.8,78.4,25.8,49.6,58.2,114.2,97.2,0.18,32.0,4.683395778834902,6.609916998624974,0.07048051699641962,0.41883517561058414,0.13873132391565304,0.4260175593158105,2.0541033143415346,0.8827065610377752,0.8440933191945462,0.7663152537899033,0.462422526152217,1.9573960065032463,0.6217807932762203,0.6714546286771117,0.35241414646776015,1.0578482204078552,0.9127593802563698,1.039551036455512,0.2879398995180215,0.48237953654881194,0.15676775447121558,0.12160938540404634,0.43007440928923457,0.20671611618569524,0.36720988959917605,True,False,True,True,False,False,False,True,6.4,36.2,67.8,138.2,57.8,44.2,106.0,75.8,51.4,152.0,79.6,1.6,,,,175.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.806016541279453,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,0.0,8.0,0.0,3.0,1.0,1.0,6.0,32.0,11.0,22.0,7.0,36.0,45.0,9.0,8.0,32.0,1.0,61.0,25.0,0.03,16.0,10.27909375981982,10.687711218300286,0.18333218224154701,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,9.62954492749212,10.008815555632129,8.781698655280556,15.663551072978859,13.242197776313569,7.9337567105056195,5.644079301164788,2.37488346564405,7.746476324863254,8.153875020623108,8.883134214187843,5.824239673999036,14.307873046691629,9.984353665816013,11.343404189734514,8.430093945286801,16.453943394776093,12.612265939084025,8.434981427622427,8.113551190258178,7.1276062039484716,9.31594142557238,7.159588769201849,1.5555653437114993,7.73291838678694,8.964091841778382,31.3624291305811,27.387847352822057,14.8303054828469,14.207888850801897,9.448907767662874,12.822009637801049,3.0191990686436725,4.291223727591145,0.6264172340552924,5.414793523984357,13.509518053195302,12.062178640039907,22.566014100902475,12.248519575473141,10.17237349725269,8.090498666144976,9.296081876446586,11.206065402825967,11.638986086386472,15.329404799270568,2.9783734270795588,4.8102749450216296,6.6643265749497065,18.210039072384642,11.42736500521159,10.354321323901333,6.168882735502777,24.64558504088066,15.527143273735627,14.183065094287404,5.872025307037471,6.654400324489106,21.012238810271775,15.780546262482805,6.959839622327818,20.548589141443504,1.0824327393164321,2.6011806891738356,8.559787662583936,2.9110532821994357,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
5.783845843496065,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,1.0,0.0,0.0,0.0,15.0,11.0,0.0,9.0,21.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,6.0,5.0,2.0,0.0,0.03,16.0,6.566227502073932,6.959327021198023,0.189959439072646,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True,True,True,True,0.0,0.0,0.0,20.0,7.0,0.0,17.0,7.0,3.0,25.0,2.0,0.0,51.0,0.0,87.0,11.0,5.089286564966163,6.832577892781745,3.7471601358694997,10.269499244700098,7.877369182900024,4.88707550511662,1.8834425333460747,2.755426937634677,6.236278624315412,4.021879433452786,7.211039665297848,4.902387721293654,10.459352717031136,5.536580605783721,6.763674693641974,5.046738265765471,10.356658593789058,6.365188665305724,2.7232024697624584,3.309617732745683,2.5961754235797048,4.360335954581459,1.9255777460544148,3.3461458780547724,3.520511376983287,3.672672341345604,25.02940350290354,19.285828954781415,8.684044026083171,7.5322137431989145,4.5325294981206214,6.829571147181708,1.097058196568624,3.9547610315062434,0.9846941728127927,5.832427907974883,8.926068798942373,6.563701224225289,13.62508383085608,8.05260878700095,10.854270488169572,7.416525518039421,6.071380328578109,6.399124081064844,6.420757530697523,11.109328577689185,1.6658221916568192,2.8420505335128974,7.025736686994914,7.819127304015953,7.445312843188818,8.480838427597241,2.0207747803055107,18.63402405309441,7.8496992867930855,8.3521223757318,5.200378514065452,2.151452140906608,14.266624637515037,9.64692565476568,2.7940626223788056,12.943409841331007,3.799391481405112,3.780056917008801,8.002684422866723,6.725567300345505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,4.440892098500626e-16,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,4.440892098500626e-16,0.0,8.881784197001252e-16
7.735606122841526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,2.4,0.0,26.6,17.2,21.4,26.8,5.8,3.4,12.0,5.2,5.2,2.8,15.8,20.0,19.8,0.08600000000000001,16.0,9.078723282600691,9.3396099171847,0.1577957665279599,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,0.0,9.8,13.8,28.8,18.4,0.8,19.4,9.2,8.6,21.2,4.0,3.0,,,,,5.805240599950626,8.505337616707802,8.073658437138958,14.272859210499576,12.55868314943489,8.45511127193049,4.6545888557659465,4.749805755492865,7.176632468794797,6.360771763084094,9.023827602205749,4.92121025319251,13.17401858149383,7.656002222354536,9.678494044835968,7.088062413922612,17.90127360663572,13.551947841075565,4.636562479902555,3.371438383869517,5.587200489183184,6.476019568370954,6.5529767299741675,6.922106596141246,5.4933225084296895,6.510964034466063,32.31815303289825,27.10086461650754,14.008621668739522,12.64759924147857,8.631850644446267,8.231335851975134,2.6136022973186455,7.83531781805056,2.40020037695965,0.5764159982487984,13.869908143008434,11.40712810894908,19.796229212433843,11.09852701576396,10.199612847336741,4.792747846280972,5.918014420482815,8.07936869919153,8.888674685941135,14.12337638384022,1.5791551659890901,4.498783892727025,5.389135851113933,13.292553557038534,9.135529972150714,8.069605268476803,5.024923890363967,20.418108250639296,9.15865048285743,11.024815476008957,6.359630410288341,3.641067823767402,20.752569006718204,15.898458551899282,3.235223413528356,14.923849958179783,4.922093590834299,7.192599339414707,5.079609658667147,4.512966637549061,0.4229358000991471,0.2865768237667837,0.2930105986686062,0.40241783403098236,0.008166604151611521,0.008139543176251608,0.6334780070425883,0.19060374964804863,0.09687216617759375,0.14802233389060715,0.016576914666175214,0.5863040670821611,0.17699578099837796,0.40788199725128815,0.14831359151413606,0.21995057498369625,0.8838237292668935,0.7488106148582773,0.22365096711374086,0.2221249667050824,0.27575853051604676,0.2202770650969292,0.15559230412282543,0.16939484048815318,0.02550908401707979,0.08619489801320766,0.2788372252211645,0.5088650634481354,0.0010633232415493412,0.025886873010244924,0.0318279979862524,0.028501926821336808,0.20091832401398532,0.8407072588555103,0.12055148262406926,0.38076159634345363,0.3690491950212092,0.033972887300392066,0.5269222444521133,0.2146283797763964,0.35087367185072865,0.3550500660509922,0.17883179365418658,0.343225978336466,0.06298948641942773,1.0525428741341025,0.2812106324185528,0.07892472324783845,0.996805060623946,0.11728178928430211,0.07425919732336013,0.24724712530528517,0.3735094801987095,0.1506129103234784,0.7800263518305777,1.0596278130601882,0.4043070520698724,0.7730498973225358,0.025941987861469333,0.038221107697411584,0.4923450945938166,0.06498318440058456,0.3152824077234282,0.5408703894242549,1.132237485739087,1.1621995084004406
10.05291979128899,,,,,,,,,,,,,,,,,,,,,,,0.0,49.0,101.0,59.0,26.0,6.0,,,,,,,,,,,,,,,,,0.03,16.0,11.44315849167776,12.211746173993703,0.1499231625412305,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,10.889168796405599,12.283031273122258,8.097488581100073,15.954363017691893,11.361213666714914,9.304476222744087,6.213688171945402,7.369166875072527,7.494740778203495,7.790711389901416,11.147049805284691,8.78487202159999,13.6231365817604,11.447405993258872,11.293964608107792,10.17508821313331,14.67843606490016,12.210576187223639,10.630828546379407,11.329165409676596,9.629872520489734,13.379627079760194,9.617393378710485,9.473928590675634,10.409627737714507,11.532062614541868,29.148719316713738,23.579973507844706,12.639860798088892,12.297752786089335,10.854460403479928,13.711060775729862,5.408723591640728,12.35664321837228,6.265008530538367,8.201005245633976,15.079394852914277,11.740732787825314,22.459438773053066,12.028874843926877,17.091859869583313,9.52005837075834,10.059789960542465,11.609871438836544,10.601236384613816,16.329307176577206,6.952153728810896,5.416782096908962,13.199169942348528,17.10220516415881,11.38643728205316,10.067996602684188,5.372032010771613,24.932716243965515,14.213454696776335,14.319385611256354,11.107968346771823,11.230929241065311,21.108519262656788,15.584259491378287,6.0454101060690215,21.298330327828545,2.2971077077575894,2.1773050091327057,11.246875422465134,8.447958913416743,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,0.0
